,taxon,structural_zero (Plant.condition = Diseased),structural_zero (Plant.condition = Healthy)
9200,ASV12152,FALSE,TRUE
9201,ASV12153,FALSE,TRUE
9202,ASV12155,FALSE,TRUE
9203,ASV12157,FALSE,TRUE
9204,ASV12158,FALSE,TRUE
9205,ASV12159,FALSE,TRUE
9206,ASV12161,FALSE,TRUE
9207,ASV12162,FALSE,TRUE
9208,ASV12163,FALSE,TRUE
9209,ASV12164,FALSE,TRUE
9210,ASV12165,FALSE,TRUE
9211,ASV12166,FALSE,TRUE
9212,ASV12168,FALSE,TRUE
9213,ASV12169,FALSE,TRUE
9214,ASV12171,FALSE,TRUE
9215,ASV12172,FALSE,TRUE
9216,ASV12175,FALSE,TRUE
9217,ASV12176,FALSE,TRUE
9218,ASV12177,FALSE,TRUE
9219,ASV12179,FALSE,TRUE
9220,ASV12180,FALSE,TRUE
9221,ASV12181,FALSE,TRUE
9222,ASV12183,FALSE,TRUE
9223,ASV12187,FALSE,FALSE
9224,ASV12188,FALSE,FALSE
9225,ASV12189,FALSE,TRUE
9226,ASV12190,FALSE,TRUE
9227,ASV12191,FALSE,TRUE
9228,ASV12192,FALSE,TRUE
9229,ASV12193,FALSE,TRUE
9230,ASV12195,FALSE,TRUE
9231,ASV12196,FALSE,TRUE
9232,ASV12197,FALSE,TRUE
9233,ASV12198,FALSE,TRUE
9234,ASV12199,FALSE,TRUE
9235,ASV12200,FALSE,TRUE
9236,ASV12202,FALSE,TRUE
9237,ASV12204,TRUE,FALSE
9238,ASV12205,TRUE,FALSE
9239,ASV12207,TRUE,FALSE
9240,ASV12209,TRUE,FALSE
9241,ASV12211,TRUE,FALSE
9242,ASV12213,FALSE,TRUE
9243,ASV12215,FALSE,TRUE
9244,ASV12216,FALSE,TRUE
9245,ASV12218,FALSE,TRUE
9246,ASV12219,FALSE,TRUE
9247,ASV12220,FALSE,TRUE
9248,ASV12221,FALSE,TRUE
9249,ASV12222,FALSE,TRUE
9250,ASV12223,FALSE,TRUE
9251,ASV12224,FALSE,TRUE
9252,ASV12225,TRUE,FALSE
9253,ASV12226,TRUE,FALSE
9254,ASV12227,TRUE,FALSE
9255,ASV12228,TRUE,FALSE
9256,ASV12230,FALSE,TRUE
9257,ASV12231,FALSE,TRUE
9258,ASV12242,FALSE,FALSE
9259,ASV12243,TRUE,FALSE
9260,ASV12244,FALSE,FALSE
9261,ASV12246,TRUE,FALSE
9262,ASV12249,TRUE,FALSE
9263,ASV12250,TRUE,FALSE
9264,ASV12252,FALSE,FALSE
9265,ASV12253,TRUE,FALSE
9266,ASV12257,TRUE,FALSE
9267,ASV12258,TRUE,FALSE
9268,ASV12259,TRUE,FALSE
9269,ASV12260,TRUE,FALSE
9270,ASV12261,TRUE,FALSE
9271,ASV12263,FALSE,FALSE
9272,ASV12265,FALSE,FALSE
9273,ASV12266,TRUE,FALSE
9274,ASV12268,TRUE,FALSE
9275,ASV12269,TRUE,FALSE
9276,ASV12270,TRUE,FALSE
9277,ASV12272,TRUE,FALSE
9278,ASV12273,TRUE,FALSE
9279,ASV12274,TRUE,FALSE
9280,ASV12275,TRUE,FALSE
9281,ASV12276,TRUE,FALSE
9282,ASV12277,FALSE,FALSE
9283,ASV12281,FALSE,TRUE
9284,ASV12282,FALSE,TRUE
9285,ASV12283,FALSE,TRUE
9286,ASV12284,FALSE,TRUE
9287,ASV12287,TRUE,FALSE
9288,ASV12289,TRUE,FALSE
9289,ASV12290,TRUE,FALSE
9290,ASV12291,TRUE,FALSE
9291,ASV12292,FALSE,FALSE
9292,ASV12293,TRUE,FALSE
9293,ASV12294,TRUE,FALSE
9294,ASV12296,TRUE,FALSE
9295,ASV12298,TRUE,FALSE
9296,ASV12300,TRUE,FALSE
9297,ASV12301,TRUE,FALSE
9298,ASV12302,TRUE,FALSE
9299,ASV12304,TRUE,FALSE
9300,ASV12305,TRUE,FALSE
9301,ASV12306,TRUE,FALSE
9302,ASV12307,TRUE,FALSE
9303,ASV12308,TRUE,FALSE
9304,ASV12309,TRUE,FALSE
9305,ASV12310,TRUE,FALSE
9306,ASV12311,TRUE,FALSE
9307,ASV12312,TRUE,FALSE
9308,ASV12313,TRUE,FALSE
9309,ASV12314,FALSE,FALSE
9310,ASV12317,TRUE,FALSE
9311,ASV12318,TRUE,FALSE
9312,ASV12320,TRUE,FALSE
9313,ASV12321,TRUE,FALSE
9314,ASV12322,TRUE,FALSE
9315,ASV12324,TRUE,FALSE
9316,ASV12325,TRUE,FALSE
9317,ASV12326,TRUE,FALSE
9318,ASV12327,TRUE,FALSE
9319,ASV12329,TRUE,FALSE
9320,ASV12330,TRUE,FALSE
9321,ASV12331,TRUE,FALSE
9322,ASV12332,TRUE,FALSE
9323,ASV12333,TRUE,FALSE
9324,ASV12334,TRUE,FALSE
9325,ASV12336,TRUE,FALSE
9326,ASV12337,TRUE,FALSE
9327,ASV12338,TRUE,FALSE
9328,ASV12339,TRUE,FALSE
9329,ASV12340,TRUE,FALSE
9330,ASV12341,TRUE,FALSE
9331,ASV12343,TRUE,FALSE
9332,ASV12344,FALSE,FALSE
9333,ASV12346,FALSE,FALSE
9334,ASV12347,FALSE,TRUE
9335,ASV12349,FALSE,TRUE
9336,ASV12350,FALSE,TRUE
9337,ASV12351,FALSE,TRUE
9338,ASV12352,FALSE,TRUE
9339,ASV12354,FALSE,TRUE
9340,ASV12355,FALSE,TRUE
9341,ASV12356,FALSE,FALSE
9342,ASV12357,FALSE,TRUE
9343,ASV12358,FALSE,TRUE
9344,ASV12359,FALSE,TRUE
9345,ASV12362,FALSE,TRUE
9346,ASV12365,FALSE,TRUE
9347,ASV12366,FALSE,TRUE
9348,ASV12367,FALSE,FALSE
9349,ASV12368,FALSE,TRUE
9350,ASV12371,FALSE,TRUE
9351,ASV12374,FALSE,TRUE
9352,ASV12375,FALSE,TRUE
9353,ASV12377,FALSE,TRUE
9354,ASV12378,FALSE,TRUE
9355,ASV12380,FALSE,TRUE
9356,ASV12382,FALSE,TRUE
9357,ASV12383,FALSE,TRUE
9358,ASV12388,FALSE,TRUE
9359,ASV12389,FALSE,TRUE
9360,ASV12392,FALSE,TRUE
9361,ASV12393,FALSE,TRUE
9362,ASV12395,FALSE,TRUE
9363,ASV12398,FALSE,TRUE
9364,ASV12399,FALSE,TRUE
9365,ASV12404,FALSE,TRUE
9366,ASV12405,FALSE,TRUE
9367,ASV12406,FALSE,TRUE
9368,ASV12407,FALSE,TRUE
9369,ASV12410,FALSE,TRUE
9370,ASV12411,FALSE,TRUE
9371,ASV12412,FALSE,TRUE
9372,ASV12413,FALSE,TRUE
9373,ASV12415,FALSE,TRUE
9374,ASV12417,FALSE,TRUE
9375,ASV12419,FALSE,TRUE
9376,ASV12420,FALSE,TRUE
9377,ASV12422,FALSE,TRUE
9378,ASV12425,FALSE,TRUE
9379,ASV12426,FALSE,TRUE
9380,ASV12428,FALSE,TRUE
9381,ASV12429,FALSE,TRUE
9382,ASV12431,FALSE,TRUE
9383,ASV12432,FALSE,TRUE
9384,ASV12433,FALSE,TRUE
9385,ASV12434,FALSE,TRUE
9386,ASV12436,FALSE,TRUE
9387,ASV12437,FALSE,TRUE
9388,ASV12438,FALSE,TRUE
9389,ASV12440,FALSE,TRUE
9390,ASV12441,FALSE,TRUE
9391,ASV12443,FALSE,TRUE
9392,ASV12445,FALSE,TRUE
9393,ASV12447,TRUE,FALSE
9394,ASV12448,TRUE,FALSE
9395,ASV12449,TRUE,FALSE
9396,ASV12450,TRUE,FALSE
9397,ASV12452,TRUE,FALSE
9398,ASV12454,FALSE,FALSE
9399,ASV12455,TRUE,FALSE
9400,ASV12456,TRUE,FALSE
9401,ASV12458,TRUE,FALSE
9402,ASV12459,TRUE,FALSE
9403,ASV12460,TRUE,FALSE
9404,ASV12461,TRUE,FALSE
9405,ASV12462,TRUE,FALSE
9406,ASV12463,TRUE,FALSE
9407,ASV12464,TRUE,FALSE
9408,ASV12465,FALSE,FALSE
9409,ASV12467,FALSE,TRUE
9410,ASV12468,FALSE,TRUE
9411,ASV12469,FALSE,TRUE
9412,ASV12470,FALSE,FALSE
9413,ASV12473,FALSE,TRUE
9414,ASV12474,FALSE,TRUE
9415,ASV12476,FALSE,TRUE
9416,ASV12477,FALSE,TRUE
9417,ASV12478,FALSE,TRUE
9418,ASV12480,TRUE,FALSE
9419,ASV12482,TRUE,FALSE
9420,ASV12483,FALSE,TRUE
9421,ASV12484,FALSE,TRUE
9422,ASV12501,FALSE,FALSE
9423,ASV12502,TRUE,FALSE
9424,ASV12503,FALSE,FALSE
9425,ASV12504,TRUE,FALSE
9426,ASV12506,TRUE,FALSE
9427,ASV12507,TRUE,FALSE
9428,ASV12508,FALSE,FALSE
9429,ASV12511,TRUE,FALSE
9430,ASV12512,TRUE,FALSE
9431,ASV12513,TRUE,FALSE
9432,ASV12515,TRUE,FALSE
9433,ASV12516,TRUE,FALSE
9434,ASV12518,TRUE,FALSE
9435,ASV12519,TRUE,FALSE
9436,ASV12522,TRUE,FALSE
9437,ASV12523,TRUE,FALSE
9438,ASV12525,TRUE,FALSE
9439,ASV12527,TRUE,FALSE
9440,ASV12529,TRUE,FALSE
9441,ASV12530,TRUE,FALSE
9442,ASV12533,TRUE,FALSE
9443,ASV12534,TRUE,FALSE
9444,ASV12536,FALSE,FALSE
9445,ASV12537,FALSE,TRUE
9446,ASV12538,FALSE,TRUE
9447,ASV12540,FALSE,TRUE
9448,ASV12541,TRUE,FALSE
9449,ASV12542,TRUE,FALSE
9450,ASV12544,TRUE,FALSE
9451,ASV12545,TRUE,FALSE
9452,ASV12547,TRUE,FALSE
9453,ASV12551,TRUE,FALSE
9454,ASV12552,TRUE,FALSE
9455,ASV12553,TRUE,FALSE
9456,ASV12555,FALSE,FALSE
9457,ASV12557,TRUE,FALSE
9458,ASV12560,TRUE,FALSE
9459,ASV12561,FALSE,FALSE
9460,ASV12563,FALSE,FALSE
9461,ASV12567,TRUE,FALSE
9462,ASV12568,TRUE,FALSE
9463,ASV12570,TRUE,FALSE
9464,ASV12572,FALSE,FALSE
9465,ASV12574,FALSE,FALSE
9466,ASV12579,TRUE,FALSE
9467,ASV12581,TRUE,FALSE
9468,ASV12582,TRUE,FALSE
9469,ASV12583,TRUE,FALSE
9470,ASV12585,FALSE,FALSE
9471,ASV12586,FALSE,FALSE
9472,ASV12590,FALSE,TRUE
9473,ASV12592,FALSE,TRUE
9474,ASV12593,FALSE,TRUE
9475,ASV12594,FALSE,TRUE
9476,ASV12597,FALSE,TRUE
9477,ASV12599,FALSE,TRUE
9478,ASV12601,FALSE,TRUE
9479,ASV12603,FALSE,TRUE
9480,ASV12604,FALSE,TRUE
9481,ASV12605,FALSE,TRUE
9482,ASV12606,FALSE,TRUE
9483,ASV12607,FALSE,TRUE
9484,ASV12609,FALSE,TRUE
9485,ASV12611,FALSE,TRUE
9486,ASV12612,FALSE,TRUE
9487,ASV12613,FALSE,TRUE
9488,ASV12614,FALSE,TRUE
9489,ASV12616,FALSE,TRUE
9490,ASV12617,FALSE,TRUE
9491,ASV12619,FALSE,TRUE
9492,ASV12620,FALSE,TRUE
9493,ASV12622,FALSE,TRUE
9494,ASV12623,FALSE,TRUE
9495,ASV12624,FALSE,TRUE
9496,ASV12625,FALSE,TRUE
9497,ASV12626,FALSE,TRUE
9498,ASV12627,FALSE,TRUE
9499,ASV12631,FALSE,TRUE
9500,ASV12632,FALSE,TRUE
9501,ASV12634,FALSE,TRUE
9502,ASV12636,FALSE,TRUE
9503,ASV12637,FALSE,TRUE
9504,ASV12638,FALSE,TRUE
9505,ASV12639,FALSE,TRUE
9506,ASV12640,FALSE,TRUE
9507,ASV12641,FALSE,TRUE
9508,ASV12642,FALSE,TRUE
9509,ASV12643,FALSE,TRUE
9510,ASV12644,FALSE,TRUE
9511,ASV12646,FALSE,TRUE
9512,ASV12647,FALSE,TRUE
9513,ASV12648,FALSE,TRUE
9514,ASV12649,FALSE,TRUE
9515,ASV12650,FALSE,TRUE
9516,ASV12653,FALSE,TRUE
9517,ASV12655,FALSE,TRUE
9518,ASV12656,FALSE,TRUE
9519,ASV12657,FALSE,TRUE
9520,ASV12658,FALSE,TRUE
9521,ASV12659,FALSE,TRUE
9522,ASV12662,FALSE,TRUE
9523,ASV12663,FALSE,TRUE
9524,ASV12664,FALSE,TRUE
9525,ASV12665,FALSE,TRUE
9526,ASV12666,FALSE,TRUE
9527,ASV12668,FALSE,TRUE
9528,ASV12669,FALSE,TRUE
9529,ASV12670,FALSE,TRUE
9530,ASV12671,TRUE,FALSE
9531,ASV12672,TRUE,FALSE
9532,ASV12673,TRUE,FALSE
9533,ASV12674,TRUE,FALSE
9534,ASV12675,TRUE,FALSE
9535,ASV12677,TRUE,FALSE
9536,ASV12678,TRUE,FALSE
9537,ASV12679,TRUE,FALSE
9538,ASV12681,TRUE,FALSE
9539,ASV12682,TRUE,FALSE
9540,ASV12683,TRUE,FALSE
9541,ASV12684,TRUE,FALSE
9542,ASV12685,TRUE,FALSE
9543,ASV12686,TRUE,FALSE
9544,ASV12688,TRUE,FALSE
9545,ASV12689,TRUE,FALSE
9546,ASV12690,TRUE,FALSE
9547,ASV12691,TRUE,FALSE
9548,ASV12692,TRUE,FALSE
9549,ASV12693,TRUE,FALSE
9550,ASV12694,FALSE,TRUE
9551,ASV12696,FALSE,TRUE
9552,ASV12697,FALSE,TRUE
9553,ASV12702,FALSE,TRUE
9554,ASV12704,FALSE,TRUE
9555,ASV12705,FALSE,TRUE
9556,ASV12706,TRUE,FALSE
9557,ASV12707,TRUE,FALSE
9558,ASV12708,TRUE,FALSE
9559,ASV12711,TRUE,FALSE
9560,ASV12712,FALSE,TRUE
9561,ASV12727,TRUE,FALSE
9562,ASV12728,TRUE,FALSE
9563,ASV12729,TRUE,FALSE
9564,ASV12731,TRUE,FALSE
9565,ASV12732,TRUE,FALSE
9566,ASV12733,TRUE,FALSE
9567,ASV12735,FALSE,FALSE
9568,ASV12736,TRUE,FALSE
9569,ASV12737,TRUE,FALSE
9570,ASV12738,TRUE,FALSE
9571,ASV12740,TRUE,FALSE
9572,ASV12741,TRUE,FALSE
9573,ASV12742,TRUE,FALSE
9574,ASV12744,TRUE,FALSE
9575,ASV12746,TRUE,FALSE
9576,ASV12747,TRUE,FALSE
9577,ASV12748,TRUE,FALSE
9578,ASV12749,TRUE,FALSE
9579,ASV12752,TRUE,FALSE
9580,ASV12755,TRUE,FALSE
9581,ASV12756,TRUE,FALSE
9582,ASV12757,TRUE,FALSE
9583,ASV12758,TRUE,FALSE
9584,ASV12760,TRUE,FALSE
9585,ASV12761,TRUE,FALSE
9586,ASV12764,TRUE,FALSE
9587,ASV12765,TRUE,FALSE
9588,ASV12766,FALSE,FALSE
9589,ASV12767,FALSE,FALSE
9590,ASV12769,FALSE,TRUE
9591,ASV12770,FALSE,TRUE
9592,ASV12771,FALSE,TRUE
9593,ASV12772,FALSE,TRUE
9594,ASV12773,FALSE,TRUE
9595,ASV12774,FALSE,TRUE
9596,ASV12775,FALSE,TRUE
9597,ASV12776,TRUE,FALSE
9598,ASV12777,TRUE,FALSE
9599,ASV12778,TRUE,FALSE
9600,ASV12779,TRUE,FALSE
9601,ASV12781,TRUE,FALSE
9602,ASV12782,TRUE,FALSE
9603,ASV12783,TRUE,FALSE
9604,ASV12784,TRUE,FALSE
9605,ASV12785,TRUE,FALSE
9606,ASV12786,TRUE,FALSE
9607,ASV12787,FALSE,FALSE
9608,ASV12794,FALSE,FALSE
9609,ASV12795,TRUE,FALSE
9610,ASV12797,FALSE,FALSE
9611,ASV12798,FALSE,FALSE
9612,ASV12799,FALSE,FALSE
9613,ASV12801,TRUE,FALSE
9614,ASV12802,TRUE,FALSE
9615,ASV12804,TRUE,FALSE
9616,ASV12806,TRUE,FALSE
9617,ASV12808,TRUE,FALSE
9618,ASV12809,TRUE,FALSE
9619,ASV12810,TRUE,FALSE
9620,ASV12811,TRUE,FALSE
9621,ASV12814,TRUE,FALSE
9622,ASV12815,TRUE,FALSE
9623,ASV12817,FALSE,FALSE
9624,ASV12818,TRUE,FALSE
9625,ASV12819,TRUE,FALSE
9626,ASV12820,TRUE,FALSE
9627,ASV12822,TRUE,FALSE
9628,ASV12823,TRUE,FALSE
9629,ASV12825,TRUE,FALSE
9630,ASV12826,TRUE,FALSE
9631,ASV12827,TRUE,FALSE
9632,ASV12828,TRUE,FALSE
9633,ASV12829,TRUE,FALSE
9634,ASV12832,TRUE,FALSE
9635,ASV12833,FALSE,FALSE
9636,ASV12834,FALSE,FALSE
9637,ASV12835,FALSE,FALSE
9638,ASV12836,FALSE,TRUE
9639,ASV12837,FALSE,TRUE
9640,ASV12838,FALSE,TRUE
9641,ASV12840,FALSE,TRUE
9642,ASV12841,FALSE,TRUE
9643,ASV12842,FALSE,TRUE
9644,ASV12844,FALSE,TRUE
9645,ASV12845,FALSE,TRUE
9646,ASV12846,FALSE,TRUE
9647,ASV12847,FALSE,TRUE
9648,ASV12850,FALSE,TRUE
9649,ASV12851,FALSE,TRUE
9650,ASV12854,FALSE,TRUE
9651,ASV12855,FALSE,TRUE
9652,ASV12856,FALSE,TRUE
9653,ASV12859,FALSE,TRUE
9654,ASV12860,FALSE,TRUE
9655,ASV12861,FALSE,TRUE
9656,ASV12867,FALSE,TRUE
9657,ASV12868,FALSE,TRUE
9658,ASV12870,FALSE,TRUE
9659,ASV12871,FALSE,TRUE
9660,ASV12872,FALSE,TRUE
9661,ASV12874,FALSE,TRUE
9662,ASV12877,FALSE,TRUE
9663,ASV12878,FALSE,TRUE
9664,ASV12879,FALSE,TRUE
9665,ASV12880,FALSE,TRUE
9666,ASV12881,FALSE,TRUE
9667,ASV12882,FALSE,TRUE
9668,ASV12883,FALSE,TRUE
9669,ASV12885,FALSE,TRUE
9670,ASV12886,FALSE,TRUE
9671,ASV12887,FALSE,TRUE
9672,ASV12888,FALSE,TRUE
9673,ASV12889,FALSE,TRUE
9674,ASV12890,FALSE,TRUE
9675,ASV12891,FALSE,TRUE
9676,ASV12892,FALSE,FALSE
9677,ASV12894,FALSE,TRUE
9678,ASV12895,FALSE,TRUE
9679,ASV12898,FALSE,TRUE
9680,ASV12899,FALSE,TRUE
9681,ASV12900,FALSE,TRUE
9682,ASV12901,FALSE,TRUE
9683,ASV12902,FALSE,TRUE
9684,ASV12903,FALSE,TRUE
9685,ASV12904,FALSE,TRUE
9686,ASV12906,FALSE,TRUE
9687,ASV12907,FALSE,TRUE
9688,ASV12908,FALSE,TRUE
9689,ASV12909,FALSE,TRUE
9690,ASV12913,FALSE,TRUE
9691,ASV12914,FALSE,TRUE
9692,ASV12916,FALSE,TRUE
9693,ASV12917,FALSE,TRUE
9694,ASV12918,FALSE,TRUE
9695,ASV12921,FALSE,TRUE
9696,ASV12922,FALSE,TRUE
9697,ASV12924,FALSE,TRUE
9698,ASV12925,FALSE,TRUE
9699,ASV12928,FALSE,TRUE
9700,ASV12930,FALSE,TRUE
9701,ASV12931,FALSE,TRUE
9702,ASV12932,FALSE,TRUE
9703,ASV12934,FALSE,TRUE
9704,ASV12936,FALSE,TRUE
9705,ASV12937,FALSE,TRUE
9706,ASV12940,FALSE,TRUE
9707,ASV12941,FALSE,TRUE
9708,ASV12944,FALSE,TRUE
9709,ASV12945,FALSE,TRUE
9710,ASV12946,FALSE,TRUE
9711,ASV12947,FALSE,TRUE
9712,ASV12948,FALSE,TRUE
9713,ASV12949,FALSE,TRUE
9714,ASV12950,FALSE,TRUE
9715,ASV12953,FALSE,TRUE
9716,ASV12954,FALSE,TRUE
9717,ASV12955,FALSE,TRUE
9718,ASV12956,FALSE,TRUE
9719,ASV12957,FALSE,FALSE
9720,ASV12958,TRUE,FALSE
9721,ASV12960,TRUE,FALSE
9722,ASV12962,TRUE,FALSE
9723,ASV12963,TRUE,FALSE
9724,ASV12966,TRUE,FALSE
9725,ASV12967,TRUE,FALSE
9726,ASV12968,TRUE,FALSE
9727,ASV12969,TRUE,FALSE
9728,ASV12970,TRUE,FALSE
9729,ASV12971,TRUE,FALSE
9730,ASV12973,TRUE,FALSE
9731,ASV12974,TRUE,FALSE
9732,ASV12975,TRUE,FALSE
9733,ASV12976,FALSE,TRUE
9734,ASV12977,FALSE,TRUE
9735,ASV12981,TRUE,FALSE
9736,ASV12982,TRUE,FALSE
9737,ASV12984,TRUE,FALSE
9738,ASV12985,TRUE,FALSE
9739,ASV12987,FALSE,TRUE
9740,ASV12988,FALSE,TRUE
9741,ASV12989,FALSE,TRUE
9742,ASV12990,FALSE,TRUE
9743,ASV13009,TRUE,FALSE
9744,ASV13010,TRUE,FALSE
9745,ASV13012,TRUE,FALSE
9746,ASV13013,TRUE,FALSE
9747,ASV13015,TRUE,FALSE
9748,ASV13016,FALSE,FALSE
9749,ASV13018,TRUE,FALSE
9750,ASV13019,TRUE,FALSE
9751,ASV13020,TRUE,FALSE
9752,ASV13021,TRUE,FALSE
9753,ASV13022,TRUE,FALSE
9754,ASV13024,TRUE,FALSE
9755,ASV13025,TRUE,FALSE
9756,ASV13026,TRUE,FALSE
9757,ASV13027,FALSE,FALSE
9758,ASV13028,TRUE,FALSE
9759,ASV13029,TRUE,FALSE
9760,ASV13030,TRUE,FALSE
9761,ASV13031,TRUE,FALSE
9762,ASV13032,TRUE,FALSE
9763,ASV13035,TRUE,FALSE
9764,ASV13036,TRUE,FALSE
9765,ASV13039,TRUE,FALSE
9766,ASV13040,FALSE,FALSE
9767,ASV13041,FALSE,FALSE
9768,ASV13042,FALSE,TRUE
9769,ASV13043,FALSE,TRUE
9770,ASV13044,FALSE,TRUE
9771,ASV13046,FALSE,TRUE
9772,ASV13047,FALSE,TRUE
9773,ASV13048,FALSE,TRUE
9774,ASV13049,TRUE,FALSE
9775,ASV13053,TRUE,FALSE
9776,ASV13054,TRUE,FALSE
9777,ASV13055,TRUE,FALSE
9778,ASV13057,TRUE,FALSE
9779,ASV13058,TRUE,FALSE
9780,ASV13059,TRUE,FALSE
9781,ASV13060,TRUE,FALSE
9782,ASV13061,TRUE,FALSE
9783,ASV13062,TRUE,FALSE
9784,ASV13063,TRUE,FALSE
9785,ASV13066,TRUE,FALSE
9786,ASV13067,TRUE,FALSE
9787,ASV13069,TRUE,FALSE
9788,ASV13071,TRUE,FALSE
9789,ASV13072,TRUE,FALSE
9790,ASV13073,TRUE,FALSE
9791,ASV13074,FALSE,FALSE
9792,ASV13075,FALSE,FALSE
9793,ASV13076,TRUE,FALSE
9794,ASV13079,TRUE,FALSE
9795,ASV13080,TRUE,FALSE
9796,ASV13081,TRUE,FALSE
9797,ASV13082,TRUE,FALSE
9798,ASV13083,TRUE,FALSE
9799,ASV13085,TRUE,FALSE
9800,ASV13087,FALSE,FALSE
9801,ASV13088,TRUE,FALSE
9802,ASV13089,TRUE,FALSE
9803,ASV13090,TRUE,FALSE
9804,ASV13091,TRUE,FALSE
9805,ASV13093,TRUE,FALSE
9806,ASV13094,TRUE,FALSE
9807,ASV13095,TRUE,FALSE
9808,ASV13097,TRUE,FALSE
9809,ASV13099,TRUE,FALSE
9810,ASV13100,FALSE,TRUE
9811,ASV13102,FALSE,TRUE
9812,ASV13103,FALSE,TRUE
9813,ASV13104,FALSE,TRUE
9814,ASV13105,FALSE,TRUE
9815,ASV13106,FALSE,TRUE
9816,ASV13107,FALSE,TRUE
9817,ASV13108,FALSE,TRUE
9818,ASV13109,FALSE,TRUE
9819,ASV13110,FALSE,TRUE
9820,ASV13111,FALSE,TRUE
9821,ASV13113,FALSE,TRUE
9822,ASV13115,FALSE,TRUE
9823,ASV13116,FALSE,TRUE
9824,ASV13119,FALSE,TRUE
9825,ASV13120,FALSE,TRUE
9826,ASV13121,FALSE,TRUE
9827,ASV13122,FALSE,TRUE
9828,ASV13125,FALSE,TRUE
9829,ASV13126,FALSE,FALSE
9830,ASV13128,FALSE,TRUE
9831,ASV13129,FALSE,TRUE
9832,ASV13132,FALSE,TRUE
9833,ASV13133,FALSE,TRUE
9834,ASV13134,FALSE,TRUE
9835,ASV13135,FALSE,TRUE
9836,ASV13136,FALSE,TRUE
9837,ASV13137,FALSE,TRUE
9838,ASV13138,FALSE,TRUE
9839,ASV13141,FALSE,TRUE
9840,ASV13145,FALSE,TRUE
9841,ASV13146,FALSE,TRUE
9842,ASV13148,FALSE,TRUE
9843,ASV13149,FALSE,TRUE
9844,ASV13150,FALSE,TRUE
9845,ASV13154,FALSE,TRUE
9846,ASV13157,FALSE,TRUE
9847,ASV13159,FALSE,TRUE
9848,ASV13160,FALSE,TRUE
9849,ASV13162,FALSE,TRUE
9850,ASV13165,FALSE,TRUE
9851,ASV13166,FALSE,TRUE
9852,ASV13167,FALSE,TRUE
9853,ASV13169,FALSE,TRUE
9854,ASV13170,FALSE,TRUE
9855,ASV13171,FALSE,TRUE
9856,ASV13174,FALSE,TRUE
9857,ASV13177,FALSE,TRUE
9858,ASV13179,FALSE,TRUE
9859,ASV13180,FALSE,TRUE
9860,ASV13182,FALSE,TRUE
9861,ASV13183,FALSE,TRUE
9862,ASV13186,FALSE,TRUE
9863,ASV13187,FALSE,TRUE
9864,ASV13188,FALSE,TRUE
9865,ASV13189,FALSE,TRUE
9866,ASV13190,FALSE,TRUE
9867,ASV13191,FALSE,TRUE
9868,ASV13194,FALSE,TRUE
9869,ASV13196,FALSE,TRUE
9870,ASV13198,FALSE,TRUE
9871,ASV13199,TRUE,FALSE
9872,ASV13200,TRUE,FALSE
9873,ASV13201,TRUE,FALSE
9874,ASV13202,TRUE,FALSE
9875,ASV13203,TRUE,FALSE
9876,ASV13204,TRUE,FALSE
9877,ASV13206,TRUE,FALSE
9878,ASV13208,TRUE,FALSE
9879,ASV13211,TRUE,FALSE
9880,ASV13212,TRUE,FALSE
9881,ASV13213,TRUE,FALSE
9882,ASV13214,TRUE,FALSE
9883,ASV13215,TRUE,FALSE
9884,ASV13216,FALSE,TRUE
9885,ASV13217,FALSE,TRUE
9886,ASV13219,FALSE,TRUE
9887,ASV13220,FALSE,TRUE
9888,ASV13222,FALSE,TRUE
9889,ASV13223,FALSE,TRUE
9890,ASV13225,FALSE,TRUE
9891,ASV13227,FALSE,TRUE
9892,ASV13230,TRUE,FALSE
9893,ASV13231,TRUE,FALSE
9894,ASV13232,TRUE,FALSE
9895,ASV13234,TRUE,FALSE
9896,ASV13235,TRUE,FALSE
9897,ASV13237,FALSE,TRUE
9898,ASV13238,FALSE,TRUE
9899,ASV13239,FALSE,TRUE
9900,ASV13240,FALSE,TRUE
9901,ASV13254,TRUE,FALSE
9902,ASV13257,TRUE,FALSE
9903,ASV13258,TRUE,FALSE
9904,ASV13259,TRUE,FALSE
9905,ASV13260,TRUE,FALSE
9906,ASV13262,TRUE,FALSE
9907,ASV13263,TRUE,FALSE
9908,ASV13264,TRUE,FALSE
9909,ASV13265,TRUE,FALSE
9910,ASV13268,TRUE,FALSE
9911,ASV13270,TRUE,FALSE
9912,ASV13271,TRUE,FALSE
9913,ASV13274,TRUE,FALSE
9914,ASV13276,TRUE,FALSE
9915,ASV13277,TRUE,FALSE
9916,ASV13278,TRUE,FALSE
9917,ASV13279,TRUE,FALSE
9918,ASV13280,TRUE,FALSE
9919,ASV13281,TRUE,FALSE
9920,ASV13282,TRUE,FALSE
9921,ASV13283,TRUE,FALSE
9922,ASV13284,TRUE,FALSE
9923,ASV13286,TRUE,FALSE
9924,ASV13287,FALSE,FALSE
9925,ASV13290,TRUE,FALSE
9926,ASV13291,FALSE,TRUE
9927,ASV13292,FALSE,TRUE
9928,ASV13293,FALSE,TRUE
9929,ASV13295,FALSE,FALSE
9930,ASV13296,FALSE,FALSE
9931,ASV13297,TRUE,FALSE
9932,ASV13298,TRUE,FALSE
9933,ASV13299,TRUE,FALSE
