taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
11,ASV20,100.027.768.325.472,-27.714.864.443.151,-157.241.835.705.015,-0.581852831,-0.002993753,0.423261824,0.399089548,0.440002791,0.252192179,0.242599782,236.325.986.813.747,-694.452.275.511.528,-357.365.541.345.019,-23.071.803.180.248,-0.012340296,0.02620037,2.80E+07,0.00146709,0.029609,0.99025207,1,0.000205553,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
12,ASV21,-0.413060133,0.140602734,0.141405252,0.074757223,-0.032482064,0.225660266,0.25022339,0.293687281,0.149885992,0.139509391,-18.304.513.223.037,0.561908836,0.481482383,0.498760573,-0.232830661,0.074832141,0.577393455,0.632864431,0.620749686,0.81711054,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
13,ASV23,0.044783403,-0.719388448,0.041564871,-0.076238641,-0.152136652,0.263717696,0.281903449,0.320673607,0.167915551,0.157663437,0.169815691,-255.189.658.442.331,0.129617373,-0.454029666,-0.96494568,0.866080195,0.014977309,0.897571249,0.652459688,0.340836907,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
14,ASV24,-0.351174793,0.110557837,0.124992562,0.07314779,-0.070771778,0.22881371,0.253900599,0.301490001,0.156346261,0.146008762,-153.476.289.903.864,0.435437479,0.414582779,0.467857621,-0.48470912,0.132915645,0.665645406,0.680719005,0.642490452,0.630594058,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15,ASV25,0.61397813,-28.645.087.420.094,-133.357.523.553.958,-0.814853845,0.219271343,0.417886036,0.393021192,0.428629455,0.232363552,0.222632315,146.924.777.956.911,-728.843.330.285.549,-311.125.430.230.766,-350.680.576.470.809,0.984903486,0.157320693,4.77E+07,0.005502585,0.002219863,0.33643733,1,0.000349292,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
16,ASV26,0.415664308,-165.088.047.160.117,-108.765.699.368.561,-0.33759712,0.441549312,0.326254324,0.348571601,0.418117342,0.243358275,0.233705646,12.740.499.595.762,-473.613.016.055.924,-260.131.997.770.219,-138.724.323.162.703,188.933.951.167.956,0.212114787,4.57E+09,0.014108613,0.175261121,0.068231426,1,0.032809454,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
17,ASV28,0.302379144,-111.253.392.959.689,-0.818323772,-0.009549234,0.179072867,0.315348371,0.345059352,0.374353838,0.21947414,0.209645625,0.958873336,-322.418.135.763.163,-21.859.633.561.395,-0.04350961,0.854169349,0.344199954,0.002735671,0.035596142,0.965542589,0.398819948,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18,ASV30,0.497293104,-170.658.820.076.715,-0.861800698,-0.108720189,0.278319761,0.311986901,0.340335079,0.383836131,0.216995497,0.207147662,159.395.507.534.833,-50.144.352.069.553,-224.523.078.431.291,-0.501025093,134.358.147.565.281,0.12077697,1.91E+08,0.031792658,0.619782614,0.188534362,1,0.013776885,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
19,ASV31,0.084296898,-0.642076954,-0.078649596,-0.070933208,-0.122899164,0.243192955,0.272811559,0.3112367,0.155588594,0.145246096,0.346625576,-235.355.479.696.176,-0.252700261,-0.455902363,-0.846144356,0.730948015,0.024340092,0.801978112,0.651276401,0.403220388,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
20,ASV32,0.073415169,-0.38579212,0.657798746,-0.887066752,-0.104013909,0.265028951,0.315244435,0.36941077,0.213214741,0.203337075,0.277008109,-12.237.872.485.212,178.067.018.986.162,-416.043.819.326.481,-0.511534401,0.783738852,0.230882817,0.085445801,0.00025836,0.612850104,1,1,1,0.172584472,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
21,ASV33,-328.863.324.937.565,-0.114756772,406.838.792.067.221,NA,406.851.583.594.168,0.291009261,0.339497453,0.371804493,NA,0.145751648,-113.007.855.322.538,-0.338019537,109.422.774.581.082,NA,279.140.296.384.868,2.87E+09,0.746861906,3.46E+09,1,1.40E+07,0.021027719,1,0.025350378,1,0.00010292,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
22,ASV34,410.241.939.122.582,-642.784.914.147.257,-336.136.392.325.408,NA,-336.083.258.512.132,0.288262156,0.338611549,0.370703876,NA,0.148680027,14.231.557.306.301,-189.829.589.822.584,-906.751.760.478.443,NA,-226.044.657.518.957,2.01E+08,2.80E+07,4.06E+09,1,8.40E+06,0.001476968,0.000205553,0.029742566,1,6.19E+09,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
23,ASV38,0.010359341,-0.678791134,-0.013151374,-0.107820273,0.045772631,0.249831731,0.282556153,0.320026332,0.166310011,0.15604527,0.041465272,-240.232.295.804.709,-0.041094662,-0.648308977,0.293329177,0.967160623,0.021731599,0.967453965,0.521016082,0.771002837,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
24,ASV39,-112.652.927.610.008,120.492.449.324.109,0.097447378,0.306214446,0.033087271,0.256453838,0.289918754,0.324750389,0.152102894,0.14173874,-439.271.756.150.619,415.607.641.247.407,0.300068549,201.320.591.582.231,0.233438443,0.000179829,0.000331529,0.766605816,0.054978804,0.817321841,0.130735734,0.231407082,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
25,ASV40,-0.781616236,-218.504.202.523.556,103.460.899.664.137,NA,107.611.569.921.176,0.403614623,0.374938464,0.461452064,NA,0.234138061,-193.654.092.717.797,-58.277.350.364.522,224.207.253.186.402,NA,459.607.333.406.719,0.088819398,0.000392573,0.055246501,1,0.001764489,1,0.27362357,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26,ASV41,-0.381788013,0.612735118,102.387.972.425.535,-161.357.059.316.933,0.24892304,0.267277595,0.302842601,0.348603136,0.1720467,0.161827817,-142.843.253.666.716,202.327.914.460.486,29.370.926.927.843,-937.867.795.899.491,153.819.686.057.657,0.166053131,0.054318473,0.007202626,1.69E+05,0.137081673,1,1,1,1.25E+08,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
27,ASV42,-0.099563649,-140.663.437.347.513,0.555480032,0.518596659,-0.075752598,0.252352501,0.298225974,0.301147295,0.152466985,0.14210498,-0.394541954,-47.166.729.087.263,184.454.597.845.452,340.137.020.505.783,-0.533074897,0.695971934,5.18E+09,0.074998447,0.001916674,0.597908981,1,0.037136425,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
28,ASV43,0.039460191,-0.294990219,0.261518917,-0.17274711,-0.110170049,0.254683927,0.30400566,0.350303621,0.178345128,0.168178323,0.154937894,-0.970344499,0.746549283,-0.968611322,-0.655078771,0.878114415,0.341169879,0.462299092,0.342017255,0.518399749,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
29,ASV45,0.46804629,-180.802.012.381.491,-0.709526556,0.077373887,-0.027296594,0.309101688,0.34393716,0.395025285,0.219117721,0.20928644,15.142.146.062.713,-525.683.274.622.282,-179.615.478.657.154,0.353115608,-0.130426961,0.141179141,1.37E+09,0.083268496,0.726646442,0.897161183,1,0.009993569,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
30,ASV50,-0.152543095,-0.111951696,-0.198512466,-0.060965118,-0.082868838,0.227094178,0.269325204,0.284136244,0.133027503,0.12261403,-0.671717332,-0.415674783,-0.69865239,-0.458289574,-0.675851186,0.506302502,0.680259903,0.489520951,0.649660306,0.503706575,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
