,taxon,lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere
546,ASV1681,-215.296.124.108.993,-0.728635786,142.432.545.519.408,0.341873775,0.361830899,0.345939701,-629.753.260.273.423,-201.374.672.139.211,411.726.508.929.808,0.008088675,0.137484395,0.025961419,0.09124521,1,0.266899281,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
547,ASV1693,-0.021582859,0.007388275,0.028971134,0.344362924,0.364057155,0.346227434,-0.062674747,0.020294271,0.083676598,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
548,ASV1698,-0.68712511,-0.07834022,0.608784891,0.347119411,0.366236142,0.346764758,-19.795.064.388.623,-0.213906304,175.561.349.957.654,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
549,ASV1716,-123.946.181.901.617,-0.567378909,0.67208291,0.339901995,0.359995676,0.345837685,-36.465.270.497.245,-157.607.145.551.986,194.334.781.607.433,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
550,ASV1727,-144.029.040.830.209,-0.887193626,0.553096782,0.342252711,0.36529713,0.349217293,-420.826.588.897.744,-242.869.038.180.759,158.381.842.436.086,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
551,ASV1729,-143.625.137.951.288,-0.844446403,0.591804977,0.339942091,0.360935076,0.356489487,-422.498.835.988.532,-233.960.748.133.382,166.009.096.529.292,0.008288018,0.06641259,0.157789789,0.093493918,0.682762082,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
552,ASV1730,-0.591297111,0.411366659,100.266.377.017.504,0.345524048,0.365565422,0.359756808,-171.130.522.850.358,112.528.875.859.537,27.870.598.902.264,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
553,ASV1732,0.511275032,-0.135826486,-0.647101518,0.342623035,0.36444388,0.349406476,149.223.776.321.793,-0.372695205,-185.200.207.137.898,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
554,ASV1736,-0.895811752,-0.577861812,0.317949939,0.336524246,0.36171209,0.353130824,-266.195.307.529.992,-159.757.394.991.605,0.900374358,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
555,ASV1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
556,ASV1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
557,ASV1767,-0.070180505,103.168.486.610.639,110.186.537.095.653,0.337537954,0.356935343,0.345525457,-0.207918855,289.039.705.841.692,318.895.568.972.999,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
558,ASV1768,-0.837727617,-0.353028244,0.484699374,0.33740907,0.357697454,0.346201354,-248.282.483.302.849,-0.98694648,140.005.048.525.131,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
559,ASV1771,-103.532.510.728.837,-0.039461753,0.995863355,0.346906675,0.366571567,0.346906263,-298.444.850.191.254,-0.107650882,28.706.986.933.477,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
560,ASV1794,-0.737742009,-269.794.304.042.523,-19.602.010.314.479,0.344809808,0.364495601,0.346016167,-213.956.213.350.507,-740.185.350.392.842,-566.505.619.999.966,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
561,ASV1801,0.413462607,117.546.366.521.822,0.762001058,0.345339606,0.364008539,0.347147894,119.726.379.440.065,322.922.002.828.025,21.950.329.307.338,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
562,ASV1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
563,ASV1807,-10.053.959.152.208,-0.152829926,0.852565989,0.346567864,0.366236142,0.346212645,-290.100.733.609.039,-0.417298865,246.255.011.262.701,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
564,ASV1816,-0.545105243,0.156324896,0.701430139,0.34657315,0.366241375,0.346213235,-157.284.326.223.212,0.426835706,202.600.613.856.714,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
565,ASV1827,-0.554510338,-0.900070576,-0.345560238,0.339245489,0.358572028,0.346718914,-163.454.004.540.648,-251.015.278.939.561,-0.996658169,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
566,ASV1829,-0.170894583,0.472576156,0.643470739,0.348109513,0.367762354,0.346384296,-0.490921898,128.500.416.357.828,185.767.873.227.261,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
567,ASV1843,0.324257696,0.651220435,0.326962739,0.338607161,0.361485651,0.348594752,0.957622087,180.151.116.075.959,0.937945099,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
568,ASV1845,0.555073688,-0.440103238,-0.995176926,0.341787136,0.360718215,0.346368877,162.403.329.574.816,-122.007.489.421.829,-287.317.074.765.671,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
569,ASV1846,0.437954644,0.95859854,0.520643897,0.346567864,0.366236142,0.346212645,126.369.086.543.548,261.743.293.634.874,150.382.692.135.654,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
570,ASV1859,0.148602205,-0.07148462,-0.220086825,0.340162235,0.360658644,0.346290503,0.436856856,-0.198205758,-0.635555472,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
571,ASV1868,-0.313819813,0.628452535,0.942272348,0.350197889,0.368211262,0.349286501,-0.896121371,170.677.162.885.084,26.977.061.656.385,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
572,ASV1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
573,ASV1882,-150.649.677.164.794,0.51880305,202.529.982.201.404,0.342456198,0.364336056,0.35234872,-439.909.331.150.105,142.396.845.498.998,574.799.824.006.638,0.011699441,0.22755991,0.004541166,0.120277419,1,0.051227133,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
574,ASV1894,-0.61006809,-0.27290052,0.33716757,0.346657122,0.366280328,0.3462623,-175.986.025.272.024,-0.745059177,0.973734565,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
575,ASV1908,0.039925528,0.425999387,0.386073859,0.333601627,0.352145899,0.345936092,0.119680256,120.972.411.632.213,111.602.653.606.758,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
576,ASV1911,0.482077399,0.048520461,-0.433556937,0.346731797,0.36313183,0.349353577,139.034.666.615.805,0.133616657,-124.102.618.678.056,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
577,ASV1912,-0.62827791,-0.513576013,0.114701897,0.343182549,0.359670336,0.349305018,-183.073.968.025.624,-142.790.761.940.758,0.32837174,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
578,ASV1917,181.595.900.651.747,189.029.197.686.889,0.07433297,0.334765088,0.355980999,0.346349934,542.457.702.204.857,531.009.234.035.054,0.214618116,0.002884431,0.003165748,0.838543684,0.032538143,0.032545829,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
579,ASV1929,-124.411.924.667.873,0.634598975,187.871.822.158.392,0.348900018,0.363920835,0.350598912,-356.583.314.369.119,174.378.302.406.694,535.859.684.650.686,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
580,ASV1942,0.172074987,-0.919974069,-109.204.905.554.022,0.340433487,0.364325651,0.35602407,0.505458463,-25.251.421.822.153,-306.734.613.346.318,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
581,ASV1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
582,ASV1961,-240.993.105.035.179,-0.82803621,15.818.948.405.951,0.344290286,0.363920835,0.346011814,-699.970.678.637.186,-227.531.960.022.811,457.179.430.554.102,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
583,ASV1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
584,ASV1988,-0.569239693,-0.537400691,0.031839002,0.337357432,0.357085894,0.345608699,-16.873.489.041.831,-150.496.197.138.608,0.092124422,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
585,ASV1992,-0.150785737,0.917521054,106.830.679.107.054,0.340238139,0.362932974,0.349974763,-0.443177056,252.807.300.677.254,305.252.522.288.417,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
586,ASV1998,123.280.909.568.096,133.958.999.761.015,0.106780902,0.342150046,0.361998207,0.34638758,360.312.415.564.187,370.054.318.830.383,0.308270008,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
587,ASV2001,-259.553.396.305.954,-112.063.059.241.799,147.490.337.064.154,0.344229282,0.366284079,0.348436256,-754.013.125.061.226,-305.945.755.557.254,423.292.164.421.714,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
588,ASV2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
589,ASV2028,-0.827943439,-0.663416057,0.164527382,0.347374208,0.359387861,0.353310734,-238.343.382.757.581,-18.459.612.286.961,0.465673317,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
590,ASV2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
591,ASV2038,-0.619894442,-0.246315507,0.373578936,0.346567864,0.366236142,0.346212645,-178.866.683.050.917,-0.672559255,107.904.474.498.623,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
592,ASV2067,-0.826132813,-0.29943546,0.526697353,0.344286784,0.364969342,0.347000633,-239.954.843.380.747,-0.820440036,15.178.570.391.466,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
593,ASV2071,0.296608158,-0.720142178,-101.675.033.583.773,0.345516759,0.361588583,0.349289471,0.858447963,-199.160.651.214.415,-291.091.034.806.677,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
594,ASV2083,148.992.023.315.169,0.178625702,-13.112.945.309.819,0.346570792,0.366236142,0.346215577,42.990.357.758.398,0.487733682,-378.750.876.560.622,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
595,ASV2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
596,ASV2093,119.430.554.311.493,0.461681861,-0.732623682,0.345044934,0.362384497,0.348123057,346.130.438.974.673,127.401.106.903.136,-210.449.629.446.254,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
597,ASV2094,-0.001199261,-0.056180063,-0.054980802,0.346567864,0.366322714,0.346304224,-0.003460392,-0.153362215,-0.158764457,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
598,ASV2126,-0.35132294,-0.22069567,0.13062727,0.340178422,0.359375426,0.346155736,-10.327.608.023.089,-0.614108963,0.377365607,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
599,ASV2136,0.221096695,0.91285476,0.691758066,0.344231322,0.363920835,0.345953144,0.642291042,250.838.828.516.725,199.957.155.399.891,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
600,ASV2151,-0.848852024,-0.450658095,0.398193929,0.341922875,0.361626826,0.345774802,-248.258.331.280.553,-124.619.652.655.481,115.159.903.487.953,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
601,ASV2164,0.294114905,0.26054572,-0.033569185,0.344024758,0.374119572,0.360890059,0.854923658,0.696423656,-0.09301776,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
602,ASV2166,-0.621215876,-0.486818976,0.1343969,0.344340765,0.363920835,0.346062042,-180.407.299.396.445,-133.770.569.990.063,0.388360708,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
603,ASV2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
604,ASV2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
605,ASV2196,183.214.775.769.304,197.366.145.073.954,0.141513693,0.341873775,0.3619979,0.346114371,535.913.513.763.828,545.213.507.737.354,0.408863962,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
606,ASV2198,0.334017902,0.397576909,0.063559006,0.339731775,0.358550354,0.353394705,0.983181223,110.884.539.453.422,0.179852741,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
607,ASV2199,126.848.786.075.272,-0.072951752,-134.143.961.226.444,0.342175051,0.361782776,0.34618715,370.713.135.506.564,-0.201645176,-387.489.718.334.413,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
608,ASV2201,-0.832795957,-101.942.321.543.189,-0.186627258,0.344229282,0.377714109,0.360432721,-241.930.597.392.761,-269.892.808.008.514,-0.517786669,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
609,ASV2202,-0.741328222,0.034994843,0.776323065,0.344528993,0.364217574,0.346561203,-215.171.505.958.821,0.096082247,224.007.493.367.194,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
610,ASV2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
611,ASV2227,-0.682251005,-0.716083262,-0.033832257,0.348951972,0.363920835,0.350650614,-195.514.300.000.526,-196.768.965.177.181,-0.096484237,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
612,ASV2229,-0.67059481,0.094634667,0.765229477,0.346567864,0.366236142,0.346212645,-193.495.958.547.754,0.258397946,221.028.748.370.671,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
613,ASV2230,0.322818567,0.083054276,-0.239764292,0.34424524,0.363936636,0.345952903,0.937757535,0.228210814,-0.693054719,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
614,ASV2231,-127.495.454.557.232,-0.594498837,0.680455709,0.339500956,0.359949318,0.346156627,-375.537.836.599.703,-165.161.817.960.802,196.574.514.486.754,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
615,ASV2234,-0.909204533,-0.435006912,0.474197622,0.343025133,0.363396641,0.346516544,-26.505.478.605.356,-119.705.815.090.491,136.847.036.584.683,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
616,ASV2236,12.754.315.747.825,-0.044448348,-131.987.992.317.489,0.346804527,0.363920835,0.348513636,367.766.702.881.564,-0.12213741,-378.716.866.965.171,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
617,ASV2258,-102.170.359.492.064,-208.901.003.850.796,-106.730.644.358.732,0.3580342,0.362689591,0.367248899,-285.364.804.498.532,-575.977.389.356.037,-290.622.094.911.828,0.046225052,0.004507472,0.043843753,0.428996786,0.050847044,0.428996786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
618,ASV2262,11.001.268.408.519,100.945.159.059.134,-0.09067525,0.343579492,0.361603319,0.347388583,320.195.723.789.674,279.159.935.181.528,-0.261019661,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
619,ASV2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
620,ASV2287,0.587492376,0.973692864,0.386200487,0.345343838,0.37474436,0.358393222,170.118.100.223.534,259.828.557.133.572,107.758.870.253.785,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
621,ASV2294,0.839080399,0.388688145,-0.450392255,0.340739084,0.359592295,0.347001069,246.253.053.452.596,108.091.344.010.779,-129.795.638.826.206,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
622,ASV2295,-120.306.103.996.636,-0.591875166,0.611185874,0.346567864,0.366236142,0.346212645,-347.135.775.058.375,-161.610.255.904.755,176.534.820.963.596,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
623,ASV2301,0.40369201,0.986814795,0.583122785,0.337397381,0.35528918,0.349142781,119.648.827.591.716,277.749.745.677.585,167.015.563.960.258,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
624,ASV2303,-0.601825736,-0.975212741,-0.373387005,0.348592851,0.367005132,0.357889289,-17.264.431.385.723,-265.721.826.708.856,-104.330.310.152.286,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
625,ASV2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
626,ASV2316,-32.071.110.630.509,0.872503919,407.961.498.190.383,0.3502053,0.369837049,0.346616704,-915.780.275.899.061,235.915.769.099.214,117.698.164.402.122,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
627,ASV2324,-0.063255155,0.514204709,0.577459864,0.346485629,0.363920835,0.348196303,-0.182562132,141.295.759.655.591,165.843.192.277.087,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
628,ASV2338,-0.879142124,-0.795586795,0.083555328,0.346567864,0.367170724,0.34720113,-253.670.987.845.868,-216.680.345.870.116,0.240653965,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
629,ASV2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
630,ASV2344,0.671841013,0.83261907,0.160778056,0.342415205,0.361588583,0.346221716,196.206.536.066.235,230.266.968.602.465,0.464378891,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
631,ASV2363,0.23130066,0.340339103,0.109038443,0.342330573,0.361797866,0.345952939,0.675664631,0.94068853,0.315182878,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
632,ASV2373,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
633,ASV2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
634,ASV2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
635,ASV2379,177.453.494.736.979,102.541.069.052.093,-0.749124257,0.346156122,0.367724918,0.348170217,512.640.058.180.252,278.852.653.512.278,-215.160.350.022.627,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
636,ASV2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
637,ASV2387,-0.670615722,-0.193482384,0.477133338,0.344246615,0.363920835,0.34596836,-194.806.773.009.373,-0.531660639,137.912.419.971.044,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
638,ASV2401,-24.532.990.724.039,-0.874717547,15.785.815.255.537,0.339500956,0.362178243,0.348473785,-722.619.194.058.446,-241.515.763.104.102,452.998.645.625.282,0.005464912,0.094578451,0.020127628,0.061647548,0.877745931,0.206924343,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
639,ASV2413,-181.268.880.486.059,0.318477014,213.116.581.840.706,0.342084472,0.362387405,0.346327611,-529.895.085.454.525,0.878830251,615.361.222.118.361,0.013117305,0.444196187,0.008634941,0.134853926,1,0.097407424,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
640,ASV2415,-0.454063367,-0.512220063,-0.058156696,0.348357244,0.365970717,0.348240907,-130.344.172.375.209,-139.962.035.031.841,-0.167001335,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
641,ASV2419,148.192.347.250.808,-0.610007179,-209.193.065.172.203,0.347342959,0.366236142,0.346988534,426.645.606.312.227,-166.561.163.511.004,-602.881.780.555.233,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
642,ASV2424,-0.634360963,0.867994159,150.235.512.250.853,0.34430169,0.36402756,0.345996092,-184.245.672.109.234,238.441.880.744.061,434.211.587.762.631,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
643,ASV2439,-150.549.108.371.043,0.609678098,211.516.918.158.569,0.33976965,0.360757349,0.347259672,-443.091.690.442.401,168.999.494.803.347,609.103.029.125.671,0.011413901,0.166293883,0.003673817,0.117341895,1,0.041442901,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
644,ASV2444,-102.444.834.681.501,-221.116.828.835.026,-118.671.994.153.525,0.340603271,0.364008726,0.350411902,-300.774.665.240.813,-60.744.925.363.037,-338.664.279.396.778,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
645,ASV2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
646,ASV2504,0.082483356,0.593500829,0.511017473,0.355757093,0.389449563,0.366348104,0.231853019,152.394.786.173.657,139.489.591.370.219,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
647,ASV2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
648,ASV2518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
649,ASV2523,-0.027125367,0.282974353,0.31009972,0.344201027,0.36287451,0.346853106,-0.078806758,0.779813255,0.894037605,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
650,ASV2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
651,ASV2539,0.51919572,0.164809487,-0.354386232,0.339810819,0.36023833,0.346760792,152.789.638.027.836,0.457501253,-102.199.049.290.657,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
652,ASV2558,-0.01891793,185.592.694.860.487,187.484.487.853.974,0.358390946,0.36659475,0.357735575,-0.052785736,506.261.190.872.325,524.086.786.327.277,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
653,ASV2559,-189.578.499.764.945,-242.453.905.919.104,-0.528754062,0.347716049,0.3599179,0.354185468,-545.210.668.515.355,-673.636.699.048.378,-149.287.339.436.445,0.012120797,0.006679898,0.232301479,0.124609214,0.075353335,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
654,ASV2567,0.431641521,0.099175979,-0.332465542,0.346567864,0.366244858,0.346221865,124.547.474.355.911,0.270791458,-0.960267318,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
655,ASV2568,-0.751680654,-189.283.197.271.389,-114.115.131.846.176,0.346567864,0.370356306,0.350568221,-216.892.774.216.589,-511.084.040.781.137,-325.514.764.578.648,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
656,ASV2576,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
657,ASV2593,0.313130507,0.718874225,0.405743718,0.341873775,0.361608326,0.345706898,0.915924327,198.799.135.071.641,117.366.393.514.697,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
658,ASV2624,-0.841820668,-0.374124383,0.467696285,0.346755303,0.366236142,0.346400277,-242.770.813.133.616,-102.153.867.409.178,135.016.140.768.322,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
659,ASV2631,-0.41484257,0.987002113,140.184.468.316.449,0.337814586,0.358670203,0.347555334,-122.801.852.467.365,275.183.749.731.216,40.334.431.518.428,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
660,ASV2658,-0.07521209,0.425384393,0.500596483,0.344084368,0.362462804,0.348606741,-0.218586186,117.359.460.966.221,143.599.197.626.576,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
661,ASV2670,-0.284508562,-0.600086525,-0.315577962,0.33965877,0.356673398,0.35001755,-0.83763055,-168.245.383.092.832,-0.90160611,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
662,ASV2693,-0.006166562,0.409884092,0.416050653,0.3419306,0.361981963,0.346153833,-0.018034541,113.233.291.713.591,120.192.415.343.449,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
663,ASV2695,-131.771.398.153.231,-0.350615197,0.967098784,0.346567864,0.369463731,0.349625132,-380.218.167.730.928,-0.948984075,276.610.201.979.815,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
664,ASV2696,-0.50786993,-0.292024466,0.215845464,0.346567864,0.36638128,0.346366174,-146.542.707.336.326,-0.797050728,0.623171314,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
665,ASV2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
666,ASV2719,0.387830025,-0.429768318,-0.817598344,0.346347086,0.361588583,0.35011085,111.977.274.002.986,-118.855.610.507.037,-233.525.565.624.696,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
