taxon,structural_zero (Plant.condition = Diseased),structural_zero (Plant.condition = Healthy),structural_zero,lfc_(Intercept),lfc_Soil.originSoilB,lfc_Plant.conditionHealthy,se_(Intercept),se_Soil.originSoilB,se_Plant.conditionHealthy,W_(Intercept),W_Soil.originSoilB,W_Plant.conditionHealthy,p_(Intercept),p_Soil.originSoilB,p_Plant.conditionHealthy,q_(Intercept),q_Soil.originSoilB,q_Plant.conditionHealthy,diff_(Intercept),diff_Soil.originSoilB,diff_Plant.conditionHealthy,passed_ss_(Intercept),passed_ss_Soil.originSoilB,passed_ss_Plant.conditionHealthy,
693,ASV902,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
694,ASV903,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,ASV904,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,ASV905,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,ASV906,FALSE,FALSE,FALSE,0.115317709,-0.443185358,0.238135587,0.115088291,0.238912362,0.215680325,100.199.341.044.213,-185.501.224.803.026,110.411.363.334.746,0.49936611,0.314757989,0.468525092,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
698,ASV908,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
699,ASV909,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
700,ASV910,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
701,ASV911,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
702,ASV912,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,ASV914,FALSE,FALSE,FALSE,-0.457844051,0.177374253,NA,0.118339137,0.246636924,NA,-386.891.491.004.639,0.719171525,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
704,ASV915,FALSE,FALSE,FALSE,-0.070416385,-0.106123929,0.097380503,0.1332111,0.276660518,0.253634615,-0.528607488,-0.383588991,0.383940112,0.633688624,0.726852986,0.726618467,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
705,ASV917,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,ASV918,FALSE,FALSE,FALSE,-0.004125529,0.26353754,NA,0.118339137,0.246636924,NA,-0.034861919,106.852.427.288.966,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
707,ASV919,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
708,ASV921,FALSE,FALSE,FALSE,0.053633861,0.409934902,-0.2277266,0.121339526,0.227224287,0.204030229,0.44201476,180.409.809.188.016,-111.614.147.346.836,0.676942021,0.131064305,0.315109038,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
709,ASV922,FALSE,FALSE,FALSE,-0.023601556,-0.377271821,0.06523105,0.115529801,0.235434743,0.212206038,-0.204289766,-160.244.752.447.485,0.307394885,0.857029315,0.250229297,0.787598625,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
710,ASV924,FALSE,FALSE,FALSE,-0.482471518,0.871219466,NA,0.118339137,0.246636924,NA,-407.702.414.298.699,353.239.674.227.627,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
711,ASV925,FALSE,FALSE,FALSE,0.002775621,0.890342027,-0.410226449,0.116697334,0.243308476,0.220080021,0.023784786,365.931.364.881.345,-186.398.768.639.711,0.984860989,0.169825999,0.313476183,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
712,ASV927,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
713,ASV932,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
714,ASV933,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
715,ASV934,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
716,ASV936,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
717,ASV938,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
718,ASV940,FALSE,FALSE,FALSE,-0.811819943,201.717.179.824.459,0.61184002,0.116421708,0.242749335,0.219519985,-69.730.976.855.699,830.969.032.387.588,27.871.722.889.885,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
719,ASV941,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,ASV942,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
721,ASV943,FALSE,FALSE,FALSE,-0.93924452,0.705297238,0.851540474,0.183608105,0.280479996,0.257488966,-511.548.507.826.074,251.460.798.241.142,330.709.501.416.666,0.006907768,0.065733472,0.029735166,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
722,ASV944,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
723,ASV946,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
724,ASV947,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,ASV948,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,ASV951,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,ASV953,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
728,ASV954,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
729,ASV955,FALSE,FALSE,FALSE,-158.324.271.105.787,12.231.039.931.333,110.833.576.795.279,0.115716248,0.241317724,0.218086649,-136.821.123.928.773,506.843.829.477.824,508.208.903.784.357,0.046446761,0.124011951,0.123687179,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
730,ASV958,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,ASV959,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
732,ASV960,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
733,ASV961,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
734,ASV962,FALSE,FALSE,FALSE,-0.323012954,0.783217685,-0.183318274,0.149612493,0.297893294,0.275075187,-215.899.719.894.166,262.918.871.070.823,-0.666429699,0.119688641,0.078379731,0.552806469,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
735,ASV963,FALSE,FALSE,FALSE,-0.207466238,0.723232532,-0.253243861,0.126474864,0.262510937,0.239371465,-164.037.526.479.435,275.505.675.722.052,-10.579.534.228.205,0.199461723,0.070443168,0.367726071,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
736,ASV964,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
737,ASV965,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,ASV967,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,ASV968,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
740,ASV969,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
741,ASV970,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
742,ASV971,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
743,ASV972,FALSE,FALSE,FALSE,-0.571543067,0.276767596,0.669199256,0.313054695,0.314054768,0.291408657,-182.569.715.777.711,0.881271754,229.642.887.992.597,0.319012287,0.540124261,0.261457085,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
744,ASV973,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
745,ASV974,FALSE,FALSE,FALSE,-0.103946899,11.047.105.243.817,0.00992793,0.114552562,0.232807629,0.20958558,-0.907416627,474.516.462.987.356,0.047369339,0.43108262,0.017754127,0.965195905,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
746,ASV975,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
747,ASV976,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,ASV977,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
749,ASV978,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,ASV979,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,ASV981,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
752,ASV982,FALSE,FALSE,FALSE,0.369591771,-117.720.179.992.125,-0.270581195,0.120686967,0.251390804,0.228187482,306.240.003.355.503,-468.275.601.406.937,-118.578.456.966.996,0.092130668,0.04270348,0.357492723,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
753,ASV984,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,ASV985,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
755,ASV986,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
756,ASV987,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
757,ASV989,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
758,ASV990,FALSE,FALSE,FALSE,-0.21530513,0.895766888,-0.380597147,0.114901876,0.239664171,0.216432163,-187.381.737.027.222,373.759.200.184.757,-175.850.549.077.791,0.312083332,0.166430687,0.329170684,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
759,ASV991,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
760,ASV992,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,ASV994,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,ASV995,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
763,ASV996,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,ASV997,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
765,ASV998,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
766,ASV1000,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
767,ASV1001,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
768,ASV1002,FALSE,FALSE,FALSE,0.002747085,0.779531675,-0.546703879,0.116421708,0.242749335,0.219519985,0.023595983,321.126.183.758.165,-249.045.151.366.054,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
769,ASV1003,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,ASV1004,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
771,ASV1006,FALSE,FALSE,FALSE,-0.958647671,0.766425013,NA,0.114611333,0.239073987,NA,-836.433.574.801.225,320.580.680.137.195,NA,0.013994119,0.085070292,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
772,ASV1008,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
773,ASV1009,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
774,ASV1010,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
775,ASV1011,FALSE,FALSE,FALSE,-0.444305304,0.499382281,0.049735887,0.133038424,0.276313612,0.253284615,-3.339.676.557.386,180.730.249.793.991,0.196363631,0.185214308,0.321735882,0.876561579,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
776,ASV1012,FALSE,FALSE,FALSE,-0.527771952,0.410162216,0.277867462,0.116421708,0.242749335,0.219519985,-45.332.778.613.229,168.965.330.446.829,126.579.574.119.373,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
777,ASV1013,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
778,ASV1015,FALSE,FALSE,FALSE,0.500304242,-108.444.285.261.412,NA,0.118339137,0.246636924,NA,422.771.582.702.832,-439.692.011.965.801,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
779,ASV1020,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,ASV1021,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
781,ASV1022,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,ASV1023,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
783,ASV1025,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,ASV1027,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
785,ASV1028,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
786,ASV1029,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
787,ASV1030,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
788,ASV1031,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
789,ASV1032,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
790,ASV1033,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
791,ASV1035,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
792,ASV1036,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,ASV1037,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
794,ASV1038,FALSE,FALSE,FALSE,-299.957.377.685.454,153.421.699.189.017,17.882.184.130.978,0.120489313,0.250990845,0.227785796,-248.949.362.736.562,611.264.124.048.694,785.043.864.179.899,0.000142109,0.008799266,0.004305114,0.322871016,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
795,ASV1040,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,ASV1041,FALSE,FALSE,FALSE,-127.472.280.749.968,147.801.691.461.904,NA,0.157885125,0.326203438,NA,-807.373.591.681.817,453.096.669.868.579,NA,0.078451163,0.138287301,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
797,ASV1042,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
798,ASV1043,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
799,ASV1044,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
800,ASV1045,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
801,ASV1046,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
802,ASV1049,FALSE,FALSE,FALSE,101.800.311.839.644,-178.071.975.583.271,NA,0.118339137,0.246636924,NA,860.242.135.070.897,-722.000.472.686.911,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
803,ASV1050,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
804,ASV1051,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,ASV1054,FALSE,FALSE,FALSE,-106.161.996.991.738,0.855729449,0.819545578,0.133395532,0.259119767,0.235957903,-795.843.726.724.934,330.244.759.049.047,347.327.030.725.025,0.015424282,0.080742017,0.073831026,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
806,ASV1055,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,ASV1056,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,ASV1059,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,ASV1060,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
810,ASV1062,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,ASV1063,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,ASV1066,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,ASV1067,FALSE,FALSE,FALSE,-0.308183085,-0.571081102,0.450015268,0.131456572,0.273128204,0.250071422,-234.437.184.534.039,-209.089.026.580.404,179.954.696.400.359,0.25667601,0.284001844,0.322896969,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
814,ASV1068,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
815,ASV1069,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
816,ASV1070,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
817,ASV1071,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,ASV1072,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
819,ASV1073,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
820,ASV1074,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
821,ASV1075,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
822,ASV1076,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,ASV1077,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,ASV1078,FALSE,FALSE,FALSE,-165.125.244.916.524,-0.05922154,178.350.518.018.603,0.125343102,0.260800982,0.237649936,-131.738.597.539.964,-0.227075602,750.475.766.975.357,0.005712681,0.841463958,0.017295943,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
825,ASV1079,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
826,ASV1080,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
827,ASV1081,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
828,ASV1084,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,ASV1085,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
