"","plant-b1","plant-b2","plant-b3","plant-b4","plant-d1","plant-d2","plant-d3","plant-d4","plant-f1","plant-f2","plant-f3","plant-f4","plant-k1","plant-k2","plant-k3","plant-k4","plant-m1","plant-m2","plant-m3","plant-m4","plant-p1","plant-p2","plant-p3","plant-p4","plant-r1","plant-r2","plant-r3","plant-r4","plant-s1","plant-s2","plant-s3","plant-s4","plant-t1","plant-t2","plant-t3","plant-t4","plant-v1","plant-v2","plant-v3","plant-v4","plant-x1","plant-x2","plant-x3","plant-x4","plant-y1","plant-y2","plant-y3","plant-y4"
"9151441f14929e6f4c62f4f38ca8eeed",66,82,75,88,0,0,0,0,0,0,0,0,0,0,0,0,58,76,76,64,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"14cf638d320d5de9564f29135d105ddb",0,0,0,25,0,0,0,0,0,0,0,0,207,50,40,0,0,34,0,0,51,75,80,81,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2761eba627569a3a7996709593bce496",0,0,0,0,0,0,0,0,0,0,0,0,60,0,114,0,0,0,0,0,141,66,118,89,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601e7d566ed52223abf743a2febdcd55",118,66,94,82,0,0,0,0,13,0,0,0,0,0,0,0,91,102,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7bb8f9ee979f04dde8e2ef04833f5a67",96,0,89,115,0,0,0,0,0,0,0,0,0,0,0,27,75,76,72,76,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f58ce05657746bcf6e578c160ae45514",0,0,0,0,0,0,0,0,0,0,0,0,112,34,0,47,57,0,0,0,44,60,44,0,0,85,115,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba6159ee7147df5a25f07714375ee4d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,59,0,0,0,0,119,119,79,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07a1787a6adbedb9338166e27c14ec94",87,0,0,107,0,0,0,0,0,0,0,0,0,0,0,136,70,0,86,56,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f35e24c0ddeee44f1e4ee353dc12f42c",134,82,151,179,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cafc96b4f8c0e477f23844619fc286b1",147,111,0,82,0,0,0,0,0,0,0,0,0,0,0,0,50,110,102,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9641d006891fb9f7f98994b45c107381",90,0,0,0,0,0,0,0,0,93,0,82,0,0,0,0,0,0,0,0,0,0,0,75,212,0,44,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"953b1df0f928860e3dfb1b27d382fdae",145,0,0,0,74,122,0,0,86,0,0,0,0,0,0,0,74,0,0,0,46,0,0,0,0,101,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7d3767f7a06fb2a20cc3fbf6bd73748",80,0,0,0,87,66,0,0,0,40,0,0,0,0,0,0,106,0,0,92,0,52,0,56,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12d4c241e28c8829f9981a3a1a158018",138,130,0,172,0,0,0,0,0,0,0,0,0,0,0,0,110,0,90,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcef40b4ac4f2e37dd11a22c7efe9504",0,0,0,0,26,0,0,0,0,18,0,0,57,24,0,60,46,0,0,0,0,93,122,0,17,0,0,0,36,0,45,0,0,0,0,0,90,36,0,0,0,0,0,0,0,0,0,0
"34a02ef32407a65da86652fee0cdcade",0,0,0,0,0,0,0,0,0,0,0,0,96,0,75,86,0,0,0,0,60,202,95,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694f412a18c7e999c0010734992a8c24",73,86,118,113,0,0,0,0,0,0,0,0,0,0,0,0,0,81,103,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4cc5f5a27ca788d52b288ee68248c53",0,0,0,0,0,0,0,0,0,0,0,0,82,0,160,71,0,0,0,0,85,154,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f13487a80ad1a272dd7d47763e38b44e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,32,81,73,43,0,0,0,0,0,48,73,77,0,0,0,0,134,0,50,0,0,0,0,0,0,0,0,0
"38adc2c8fb11d5774e6933fbd60c9c80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,570,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"f7392b50d10491be1137f7205c43ed8f",0,82,110,55,0,0,0,0,0,0,0,0,0,0,0,0,112,129,104,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"9984b36e5cdae0cc0eef3a80dca2baf0",0,0,0,66,0,0,0,0,0,0,0,0,111,64,0,94,0,0,0,0,89,110,100,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ca72ee04d2fedd00ee711defdbffebf",99,117,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723c452f022e0d98e16f949c8df66a77",0,0,0,0,75,141,0,156,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"7ca7db79b512273bd80861a005bf32bf",0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,91,0,0,0,0,0,0,0,0,0,142,0,171,0,0,0,0,103,28
"b9d1ddc6a35390f6dbc9ff068f912189",0,0,0,0,0,0,0,0,0,0,0,0,65,49,61,62,0,0,0,0,60,193,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aef65128f1664da86d3189c0673d8ee0",59,68,109,80,0,0,0,0,0,0,0,0,0,0,0,0,71,99,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,63,0
"8eccf63a59fee040fda48b436ee62601",64,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,65,76,89,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"b3148f9f9189eb29b8fc680a6e5db1a2",0,0,27,48,0,0,0,0,0,0,0,0,93,0,54,85,40,0,0,0,81,0,81,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"5975da839700d65e50083b800f75fe45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,171,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"daa8523d7633a29268ce52154d893ef3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,120,149,0,0,0,0,59,44,71,136,0,0,0,0,36,0,5,0,0,0,0,0
"454c738dc25a499fd45f68492ce1c32d",118,107,74,149,0,0,0,0,0,0,0,0,0,0,0,0,0,97,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ebe45501cc1ac1588c7362bb072b6f0f",81,52,71,94,0,0,0,0,0,0,0,0,0,0,0,0,89,89,81,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622dde7a26818fafde65bd87f4c804d",0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,185,0,0,0,0,84,133,76,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658cc6f5e1239dc5405d51d0ebebcb32",0,0,68,57,0,0,0,0,0,0,0,0,0,76,44,0,0,68,77,83,92,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"ff1eec130e77164f79d35041acb64a10",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,152,147,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,74,0,0,0,0,163,0
"a1235f386f3756b7e40e24d215ca2e5f",146,61,76,68,0,0,0,0,0,0,0,0,0,0,0,0,80,86,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18a32c525e69af910c4f037c352e652c",19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,68,0,0,0,0,67,44,118,51,51,31,101,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d9bf9184d721fe25fbcc5fd3f36b61d2",0,0,0,0,0,0,0,0,0,0,0,0,308,70,0,0,0,0,0,0,40,52,56,83,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b44f2eb3c70e36fa7e4bb0e9d57cd06e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee1a8a51aa86278f875bcde1b7fa7f8e",0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,95,0,27,0,0,74,0,105,0,0,0,32,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bde9fae7ab2b5165b4dfb848d1c00c2",140,62,114,90,0,0,0,0,0,0,0,0,0,0,0,0,0,94,51,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f090298196913fd435a7d62e6e498d82",107,0,99,93,0,0,0,0,0,0,0,0,0,0,0,0,90,83,86,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498d6c6bc250c3f0758fc4731c93af45",0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,74,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,176
"0eb84c7be7b4285a4cf70a109054ad95",75,51,44,92,0,0,0,0,0,0,0,0,57,17,0,58,0,45,73,0,0,0,54,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"f3f82011cbfe28a7555e0c0f7e7eb71f",33,0,0,0,0,0,0,0,0,0,0,0,110,73,0,152,0,24,0,0,0,90,61,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"af693a01e06f4535ccc5078b706e5967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0
"6d6c93188a0a6ac40da24ab6e0187836",131,130,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,134,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357f1301c5f6371e4469b1b76d726268",139,0,0,0,0,0,0,0,0,0,0,0,71,0,0,66,0,0,0,0,68,100,111,70,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
"bd228d8cf428d530be06af3c1fc58f76",0,25,0,0,0,0,0,0,0,0,0,0,76,85,78,0,32,0,0,0,0,65,107,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,13,0
"c54310ea80a301ee9fb02ef1e9b11ca1",0,0,0,0,0,0,0,0,0,0,0,0,133,75,81,117,0,0,0,0,84,114,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c90b70d88a7c46fdfe36b65fcec9d289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,124,0,0,0,0,118,147,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47df95e3d82809b499a21d947bdb7a34",96,57,83,117,0,0,0,0,0,0,0,0,0,0,0,0,68,69,103,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332539924d194f20fce372471aea27cb",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,155,0,0,41,4,0,0,0,0,0,50,0,0,60,0,0,0,0,134,50,0,0,0,48
"b7da574292ddc51d3dc4cac646afb248",68,0,0,0,0,0,0,0,0,0,0,0,0,69,0,145,0,0,0,0,142,75,0,65,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551714223dc883984b03605196ebe1a4",0,0,0,0,0,0,0,0,0,0,0,0,165,0,62,0,0,0,0,0,0,110,114,100,61,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794c0f753165dca6ab8d706ca69ca329",0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,0,0,0,0,0,0,0,110,0,0,0,0,0,79,121,204,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
"51946640c7373d7001c631963c209a59",132,0,0,0,0,0,0,0,0,0,0,0,96,0,146,0,55,0,0,97,0,91,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"be85c080c23b25b0b6b45693a31681f4",0,0,0,0,0,0,0,0,0,0,0,0,0,81,122,160,0,0,0,0,0,92,130,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2529590bc70083aadfd8f61587f46f9e",174,43,40,67,0,0,0,0,0,0,0,0,0,0,0,0,83,97,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"25001b676255dfd8471e4f4bbf78e8c0",0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,134,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576d30aba6e04c2a6a2055ea873b9cc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,85,0,0,0,0,139,117,71,141,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"b49bb1bcef8aa15ce3780c8e87349755",0,0,0,0,0,0,0,0,0,0,0,109,0,107,91,133,0,0,0,0,0,0,0,0,0,0,41,25,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,82
"89ea699763ff3bba85f24f9752366bf3",0,0,0,0,0,0,0,0,0,0,0,0,0,106,132,102,0,0,0,0,0,166,79,0,32,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3561c10ac69db27724ca8c37f053192e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,114,216,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cdf63d27b15cbb78a772e2d1d0488ff",0,0,0,0,0,0,0,0,0,0,0,0,99,73,0,142,72,65,0,0,116,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9a846ffadbca2533861e5b32454b4f2",184,30,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,43,0,187,0,0,0,0,32,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,82,0
"ed6cbd4f133b2bc20278ac0db33ea555",126,133,144,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0
"264921836db43a11c34219c24d1cc783",87,85,82,151,0,0,0,0,0,0,0,0,0,0,0,0,0,96,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"7a9e9b45246c53bdf755babfe306a0a3",125,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,150,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b56cfdbd6c4e2cef796c225eba897890",0,0,0,0,0,0,0,0,0,0,0,0,75,0,74,78,0,0,0,0,0,160,79,0,108,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91f36f213f5d223968daa6dae3093ecf",101,0,131,0,0,59,0,0,0,0,40,33,0,0,0,0,0,130,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"b8750a2a381a7fa9e236c5c273a83622",95,100,122,77,0,0,0,0,0,0,0,0,0,0,0,0,144,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"6609656858c3d173584b5864a5336eda",75,71,76,104,0,0,0,0,0,0,0,0,0,0,0,54,36,59,0,78,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4d33588ad683101b5635f437a16f3a5",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,89,0,0,0,0,100,54,0,139,75,0,101,0,0,0,0,0,0,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0
"460f03dfe5973c1da5bd661f529d7ebd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,141,0,0,0,0,112,0,154,66,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46e7aa27db395ca21f9504df4aba42c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,86,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c1796478b30655a1ce5ff222a5edd26",104,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,13,0,0,0,0,0,0,61,86,23,0,0,0,0,0,0,0,0,0,38,0,0,0,130,0,139,0,0,0,0
"398609ae283603e28b2eee67712a93ec",95,118,81,65,0,0,0,0,0,0,0,0,0,0,0,0,0,84,57,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61fb397521f8ffd49e24476023927970",103,0,55,78,0,0,0,0,0,0,0,0,56,0,0,0,41,76,84,51,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"c8a902c716dbdb91e440a6a6670c6f00",70,0,0,126,0,0,0,0,0,0,0,0,31,0,0,0,57,100,85,105,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"6848d2e30e47c501be4e9aa4be79724a",0,0,0,0,0,0,0,0,0,0,0,0,87,0,62,54,0,0,0,0,92,98,132,75,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57f1a2353ff1b64704d0bdaed67e0732",0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,130,211,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a667c49aec4e527454cdae7c3c268cb",106,20,0,54,0,82,0,64,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e024793ba9df778b01e95ec042fe0e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,112,0,0,0,104,0,117,0,0,0,0,0,0,0,145,77,0,0,0,0,0,0,0,0
"6bf34e7b1edd4355884b1138405a828b",75,39,0,113,0,0,0,46,0,0,0,0,0,0,0,0,0,0,98,62,29,32,81,33,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f88b139d96061615bea080132fc50965",0,0,0,0,0,0,0,0,0,0,0,0,62,130,111,53,0,0,0,0,0,79,84,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be2fb0d0ccfabd0f6fe32eeb40208e9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,144,0,215,0,0,0,0,0,0,0,0,0,0,0,0
"2773615322656d99211093b71a88efaa",93,0,93,108,0,0,0,0,0,0,0,0,0,0,0,0,73,100,92,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959314ffab1ae39bab72319c8fc7183e",0,0,0,123,0,0,0,0,0,0,0,0,96,41,0,0,0,105,113,0,0,83,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826485a75f6573fec36748d7fa0c7324",0,0,0,18,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,0,0,0,0,0,0,49,36,149,68,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0
"83076edec5f8be6e72e63255f185d6cb",212,0,47,0,0,0,0,0,0,0,0,0,125,0,0,0,0,66,106,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793be3263996a034efbc93abecb7d129",96,34,46,105,0,0,0,0,0,0,0,0,0,0,0,0,119,80,85,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da3db6ea4a660e26f9d6b520c9300e1f",0,51,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,76,74,148,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22f58559a378a35df4f0e4bc3514cf48",249,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,119,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"5dcfd61d6b31743a0ff0722fc78ce5c2",0,0,17,0,0,0,0,0,0,0,0,0,96,0,0,93,0,0,0,0,70,107,0,115,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
"1a15aa8f0cc8ef2fef8a92c690dde4f1",0,0,0,0,0,0,0,0,0,0,0,0,91,68,105,78,0,0,0,0,0,94,77,89,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bf99637c07ae423902ed105ddf5d4da",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0
"52717bf246c3b589f8b3fa80cba35e18",115,0,51,0,0,0,0,0,0,0,0,0,0,0,74,73,24,81,0,57,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,0,30,0,0
"86fd30ecca723acb5a31df6d80866a2e",0,134,112,74,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,87,0,105,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f1aaef2b4753de1eb65df72efc7ac627",0,0,0,0,0,0,0,0,0,0,0,0,78,32,92,81,0,0,0,0,0,87,81,79,66,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"f7b380fab3af486e6606f147bc4e322c",0,0,71,0,0,0,0,0,0,0,0,0,82,0,41,84,0,0,0,0,0,44,91,125,73,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4df862d17f62db2641ff7f027452dc05",110,0,107,62,0,0,0,0,0,0,0,0,0,0,0,0,89,103,99,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f99aef8e67865d14ad722e80c944e0a",60,59,65,112,0,0,0,0,0,0,0,0,0,0,0,0,61,59,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12
"d8010cd0b6d444ca101e35be03915b63",70,0,0,0,0,0,84,0,141,66,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,62,0,0,0,71,0
"c54b6647c87b60b7b1e83464a6f82510",63,0,79,75,0,0,0,0,0,0,0,0,0,0,0,0,55,102,75,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"6505a54696a01269499effee509fcaf4",0,103,122,141,0,0,0,0,0,0,0,0,0,0,0,0,0,113,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc1e57fb3ab76cacd6dd2490bb0d6aa4",110,0,0,0,24,0,0,104,108,88,0,35,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,54,40
"b780c1885ad9d9e121813b783c73ccbc",39,65,0,73,0,0,0,0,0,0,0,0,0,0,53,73,67,69,67,47,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b92e1be792f3695da65b330f7e95c267",144,0,0,71,0,0,0,0,0,0,0,0,80,0,0,46,0,116,0,0,0,66,43,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"c48f4d5d5fe0f4a18853c625f6d583e3",0,111,145,0,0,0,0,0,0,0,0,0,0,0,0,0,119,120,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52260c1392cbab07ea22a69771c8e888",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,50,0,50,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,123,0
"d01c60929b57dd7a98b71b400b501c49",0,52,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,88,37,91,68,85,92,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3063862c9c98c31464f06ec0287d96d8",0,0,0,0,0,0,0,0,0,0,0,0,106,88,100,0,0,0,0,0,85,101,0,71,51,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7dba38ec2d17a7d59ca6489528cb55f",0,0,68,137,0,0,0,0,0,0,0,0,0,0,0,0,98,139,91,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
