"plant.b1"	"plant.b2"	"plant.b3"	"plant.b4"	"plant.d1"	"plant.d2"	"plant.d3"	"plant.d4"	"plant.f1"	"plant.f2"	"plant.f3"	"plant.f4"	"plant.k1"	"plant.k2"	"plant.k3"	"plant.k4"	"plant.m1"	"plant.m2"	"plant.m3"	"plant.m4"	"plant.p1"	"plant.p2"	"plant.p3"	"plant.p4"	"plant.r1"	"plant.r2"	"plant.r3"	"plant.r4"	"plant.s1"	"plant.s2"	"plant.s3"	"plant.s4"	"plant.t1"	"plant.t2"	"plant.t3"	"plant.t4"	"plant.v1"	"plant.v2"	"plant.v3"	"plant.v4"	"plant.x1"	"plant.x2"	"plant.x3"	"plant.x4"	"plant.y1"	"plant.y2"	"plant.y3"	"plant.y4"
"ASV157"	95	0	0	0	0	0	0	60	0	0	0	0	0	113	144	163	0	0	0	0	0	149	168	0	62	0	66	0	0	0	0	236	655	167	514	0	0	132	0	0	228	304	0	92	0	0	0	0
"ASV158"	179	72	147	0	0	0	133	223	137	0	116	122	0	0	135	109	0	124	129	131	0	129	133	53	317	0	193	0	0	0	0	0	0	0	174	0	0	69	0	93	0	70	81	70	0	0	207	0
"ASV159"	356	0	0	97	0	72	0	0	110	0	0	357	0	33	0	115	144	36	117	0	0	0	30	0	254	101	91	0	10	32	0	0	0	77	53	0	50	0	0	47	0	159	128	67	0	109	406	269
"ASV161"	205	99	145	179	0	106	242	0	135	166	194	191	0	58	0	75	106	202	153	271	0	75	140	55	24	13	0	0	0	0	0	0	0	0	0	0	0	80	0	132	40	0	0	0	16	0	119	53
"ASV162"	147	0	0	72	0	131	0	126	101	194	0	155	0	0	0	125	119	30	84	0	114	0	0	0	122	0	551	0	0	0	0	0	0	0	197	0	0	0	0	160	54	160	76	277	0	0	147	116
"ASV163"	237	226	213	279	0	0	0	0	0	0	0	0	174	92	150	199	180	185	225	183	134	402	178	127	0	0	44	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV164"	0	0	0	0	0	273	0	1357	0	0	34	634	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	166	80	0	0	0	0	0	0	0	0	85	365	0	0	0	71	119	0
"ASV165"	209	107	105	169	0	0	0	0	0	0	0	0	168	117	206	193	58	93	148	110	164	727	269	166	0	86	0	0	0	0	0	0	20	0	41	0	0	0	0	0	0	0	0	0	0	0	64	0
"ASV166"	172	122	193	90	103	0	0	240	0	0	0	0	231	0	144	184	152	0	124	139	157	114	133	0	82	0	38	0	150	0	0	0	0	0	0	0	205	139	149	157	0	0	0	0	0	0	0	0
"ASV170"	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	117	0	0	0	0	168	224	212	236	277	0	0	1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	239	0	0	0	0	0	154	140	62	1943	0	0	0	0	0	123	0	144	0	149	0	114
"ASV172"	105	126	114	143	0	180	0	166	195	135	152	0	137	0	0	0	92	113	143	129	98	0	64	173	81	0	0	0	70	0	102	142	0	0	0	0	131	81	0	0	0	34	33	42	0	0	89	73
"ASV173"	142	112	135	198	104	92	110	0	0	0	119	189	83	0	0	124	129	137	183	129	0	0	248	64	0	0	0	0	114	146	136	0	0	0	0	0	0	0	108	127	0	0	100	0	0	102	0	0
"ASV174"	384	85	0	75	39	116	73	0	668	312	69	152	34	0	0	0	96	68	44	0	0	0	70	29	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	99	0	0	118	130	0	0	224	218
"ASV177"	125	166	0	150	118	0	157	0	0	0	160	0	0	0	0	0	140	166	0	0	0	0	0	0	0	129	89	210	0	0	0	0	620	99	126	116	0	0	0	0	287	0	202	0	0	0	0	0
"ASV179"	82	0	0	0	42	0	0	0	65	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	791	103	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	104	0	0	898	242	119
"ASV182"	125	91	106	143	0	0	0	0	0	0	0	0	200	206	183	298	0	58	68	116	190	392	291	199	128	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV183"	244	0	123	103	0	0	0	108	0	57	0	0	93	105	45	183	0	0	0	0	0	74	0	0	0	65	63	356	0	0	0	322	139	0	96	0	0	623	0	0	0	0	0	0	0	142	0	0
"ASV185"	122	104	132	111	0	0	0	0	0	0	0	0	151	108	142	191	84	119	84	104	158	390	213	167	179	66	118	0	0	0	0	0	0	0	40	0	0	0	0	72	0	0	0	0	0	60	0	0
"ASV186"	0	0	0	0	754	127	179	884	132	281	216	90	0	0	0	0	0	158	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV187"	418	0	62	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	83	0	158	95	186	117	80	870	0	0	139	0	0	0	109	0	0	116	44	170	0	0	215	0
"ASV188"	710	0	0	0	82	0	0	0	0	0	50	0	0	54	0	129	0	0	0	63	85	30	63	0	55	92	103	124	0	458	145	0	0	0	0	0	0	123	120	0	146	0	53	57	0	0	159	0
"ASV189"	176	171	188	207	227	75	0	199	107	0	0	0	0	0	28	0	135	156	216	325	0	0	90	114	0	0	0	0	33	37	0	93	0	0	0	0	165	0	48	0	0	0	0	35	0	62	0	0
"ASV190"	455	324	325	426	0	0	0	0	22	0	0	0	0	0	0	0	281	298	362	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
"ASV191"	259	114	182	250	87	126	78	77	135	66	85	0	0	0	0	0	146	168	192	145	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	71	0	0	0	0	119	0	0	0	0	0	0	0
"ASV193"	70	0	0	93	68	0	0	131	155	117	0	0	154	0	116	104	0	0	139	76	120	137	119	91	106	0	108	175	0	0	0	214	0	0	0	0	0	0	0	0	121	224	0	75	0	0	0	87
"ASV194"	386	288	321	431	0	0	0	0	0	0	0	0	0	0	0	0	270	307	343	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	70	63	0	0	0	0
"ASV196"	408	291	319	413	0	0	0	0	0	0	0	0	0	0	0	0	248	254	373	247	0	74	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0
"ASV197"	125	177	202	291	0	0	0	0	13	9	0	0	0	86	121	130	178	238	231	183	83	296	187	110	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
"ASV198"	199	158	250	299	0	0	0	0	0	0	0	0	58	0	47	96	208	164	265	253	86	247	105	106	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	121	0
"ASV199"	163	109	83	119	54	52	37	58	69	0	52	0	0	141	95	0	0	51	49	152	136	105	136	92	0	0	84	0	96	107	157	129	0	0	16	0	82	0	92	192	19	0	0	0	0	0	20	15
"ASV200"	0	0	0	0	0	0	0	0	0	0	0	0	0	124	105	0	0	0	0	0	0	0	0	0	83	95	95	0	127	1175	150	0	0	31	114	0	0	0	0	0	0	650	0	0	0	0	0	0
"ASV201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	152	2486	0	0	0	0	0	0	0	0	0	0	0	0
"ASV203"	195	0	76	0	118	121	99	72	95	94	89	119	0	0	0	0	0	52	0	96	0	0	0	0	180	0	0	0	185	0	0	115	0	0	56	0	0	101	33	170	0	75	77	132	0	77	110	171
"ASV204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2358	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	113	0	0	0	0	0	0
"ASV205"	154	114	102	154	0	0	0	0	0	0	0	0	157	118	178	153	58	80	104	110	162	599	241	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	23	0	0	0	0	0
"ASV207"	86	75	113	129	109	185	150	84	128	0	112	114	54	38	0	94	152	102	72	104	0	0	79	87	47	0	0	0	48	0	97	0	0	0	0	0	0	0	45	173	0	0	46	0	44	0	95	0
"ASV209"	60	0	0	86	0	209	75	0	25	0	0	389	0	0	0	14	33	0	9	0	0	0	0	0	105	117	0	0	0	31	0	0	0	0	206	70	0	137	0	148	0	227	110	0	0	0	245	339
"ASV211"	218	183	196	295	0	0	0	0	0	0	0	0	0	101	140	164	204	211	243	157	0	90	126	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	83	50
"ASV214"	208	199	261	251	0	0	0	0	0	0	0	0	159	0	96	139	145	198	209	214	0	153	71	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
"ASV215"	165	249	215	174	0	0	0	0	0	0	0	0	132	0	0	231	173	208	132	203	232	119	0	0	177	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
"ASV218"	268	201	329	404	0	0	0	0	0	0	0	0	0	0	0	0	196	217	349	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	23	81	0	0	0	110	0
"ASV219"	395	297	311	365	0	0	0	0	0	0	0	0	0	0	0	0	267	262	353	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
"ASV220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	139	0	0	0	0	120	0	0	1738	0	0	0	0	156	98	0	69	0	0	0	0
"ASV221"	87	0	119	80	139	0	90	0	146	0	0	0	0	44	0	130	106	113	0	0	0	115	122	57	130	0	0	0	0	73	108	133	190	0	0	0	144	0	113	123	74	83	0	0	0	0	0	0
"ASV222"	416	216	293	398	0	0	0	0	0	23	0	0	0	0	0	0	268	274	309	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	14	0	0	0
"ASV223"	114	0	156	0	0	0	0	185	0	91	0	0	0	0	0	0	0	0	106	0	0	0	0	0	124	0	0	203	0	0	0	0	528	89	0	118	0	0	0	0	253	182	212	141	0	0	0	0
"ASV224"	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	61	0	0	0	0	45	0	0	0	164	380	54	0	0	0	0	0	0	0	178	0	0	0	0	0	174	1321	0	0	0	0	0	0
"ASV226"	108	124	197	236	0	0	0	0	0	0	0	0	161	97	89	115	112	185	200	136	112	215	179	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	25	0	54	0	0
"ASV228"	88	0	0	39	0	144	121	180	0	0	198	0	0	0	93	103	0	0	131	56	96	68	123	40	0	0	0	0	159	151	224	0	0	0	0	0	228	0	138	68	0	0	0	16	0	0	0	0
"ASV229"	106	121	66	147	63	0	0	46	0	0	0	0	81	185	132	132	157	140	165	0	112	216	183	126	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	71	42
"ASV230"	151	103	132	114	0	0	0	205	0	0	0	0	165	107	97	88	106	101	120	87	110	110	130	95	0	0	91	0	0	0	0	0	0	0	98	0	0	0	0	0	0	110	0	0	0	0	132	0
"ASV232"	164	0	0	394	0	0	68	0	94	0	89	123	0	0	0	0	86	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	140	0	111	141	0	0	295	189	183
"ASV233"	407	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	74	0	0	0	45	0	175	0	173	93	0	699	30	0	99	94	0	0	0	0	0	103	0	123	44	0	159	0
"ASV235"	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	92	0	0	151	486	83	167	219	80	466	0	0	0	276	0	0	99	0	168	0	0	0	0	0	0	0	0
"ASV241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	40	0	0	0	0	0	0	2249	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV242"	203	141	156	213	12	0	5	0	9	0	0	0	117	73	121	156	167	121	147	120	103	264	144	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV243"	0	0	0	0	0	0	0	0	0	0	0	0	165	0	120	100	0	0	0	0	129	172	171	154	101	0	0	0	0	134	190	193	0	0	0	0	290	135	105	183	0	0	0	0	0	0	0	0
"ASV244"	98	101	81	157	0	163	148	109	187	63	134	148	0	0	71	59	111	0	80	102	45	62	0	0	0	13	0	0	0	0	88	67	0	0	0	0	0	0	45	112	27	0	0	0	0	0	0	52
"ASV245"	0	60	0	50	0	0	0	0	46	0	0	0	0	0	117	0	0	0	0	55	90	111	139	114	0	0	0	0	0	84	0	0	0	0	0	961	0	77	82	123	0	68	140	0	0	0	0	0
"ASV246"	292	0	0	50	0	0	0	0	54	0	0	274	77	0	0	64	122	0	100	0	75	0	27	0	245	0	72	0	0	0	0	0	0	0	47	101	0	0	0	0	0	70	89	0	0	42	289	224
"ASV247"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2052	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	65	0	0	0	0	0	0
"ASV248"	0	0	75	69	0	0	0	0	0	0	240	0	74	159	106	129	0	48	0	120	90	129	124	121	49	0	0	79	0	156	165	0	0	0	96	0	0	0	0	0	0	0	71	0	0	0	206	0
"ASV249"	103	159	0	147	95	156	149	162	0	173	81	0	0	0	0	25	134	142	93	143	0	86	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	35	0	0	0	178	0	0	52	98	0
"ASV250"	127	0	109	117	0	0	0	0	0	0	0	0	64	162	180	120	105	69	108	128	98	329	150	116	121	0	128	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	24	0	0	0	0
"ASV253"	147	66	118	148	0	0	0	0	0	0	0	0	230	175	196	94	138	144	110	77	124	228	129	97	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	42	0	0	0	0	0	0	0
"ASV254"	97	102	102	107	62	0	81	134	111	0	0	0	0	0	0	133	66	149	89	134	81	59	131	118	0	0	0	0	0	80	141	123	0	0	0	0	48	67	0	0	0	0	0	0	0	0	58	0
"ASV255"	72	142	133	99	94	0	92	0	0	44	59	66	90	0	71	111	118	132	93	114	92	98	116	0	0	0	0	0	0	0	103	0	0	0	0	0	140	0	0	151	0	0	13	0	0	0	30	0
"ASV256"	314	186	284	374	0	0	0	0	0	0	0	0	0	0	0	0	233	244	305	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
"ASV257"	224	198	66	96	108	0	88	89	119	93	0	104	77	0	0	83	111	73	67	174	0	0	126	165	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	38	27	0	0	0	0
"ASV259"	182	82	143	140	109	103	66	137	94	188	78	59	0	0	0	0	86	103	152	71	0	33	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	137	76	35	22	0	90	45
"ASV260"	120	93	122	158	0	0	0	0	0	0	0	0	81	166	64	129	85	116	124	116	81	289	149	95	0	62	0	66	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	38	74	0
"ASV261"	28	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	100	0	166	977	0	0	0	0	89	60	47	42	0	0	0	519	0	0	0	0	0	0
"ASV262"	117	142	90	148	158	0	176	0	164	0	0	122	98	0	60	56	82	140	132	128	71	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	151	0	0	0	0	64
"ASV263"	97	117	158	201	0	0	0	0	0	0	0	0	101	61	91	101	115	182	186	117	94	205	129	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	19	0	83	0
"ASV264"	96	149	110	113	130	0	135	0	84	73	0	95	0	0	0	27	119	143	111	158	0	72	102	0	0	0	0	0	0	0	106	75	0	0	0	0	165	82	0	0	0	0	0	0	0	0	58	0
"ASV265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	581	263	0	0	0	0	0	406	120	209	180	0	0	0	0
"ASV266"	98	114	85	94	0	0	0	0	0	0	0	0	111	78	133	166	78	87	92	96	140	305	165	146	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
"ASV267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	36	0	0	73	0	0	0	0	0	0	0	0	0	0	623	136	474	108	112	0	155	195	0	239	0	0	0	0	0	0
"ASV268"	291	193	241	322	0	0	0	0	0	0	0	0	0	0	0	0	198	238	235	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	111	108
"ASV269"	140	152	189	269	0	0	0	0	0	0	0	0	65	0	0	80	185	154	226	220	82	213	92	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
"ASV270"	323	90	70	74	0	0	0	0	558	294	0	129	0	0	0	0	96	28	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	66	0	0	0	159	152
"ASV271"	77	0	0	0	0	0	0	155	39	0	25	0	66	94	104	165	31	0	33	0	121	103	129	102	215	0	107	0	0	0	99	0	0	49	0	0	0	0	0	211	56	0	0	0	0	0	0	182
"ASV272"	151	133	149	137	0	0	0	0	0	0	0	0	162	0	90	116	94	124	106	123	126	155	131	160	77	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	42	0	0
"ASV275"	105	113	88	127	89	104	0	129	171	0	114	0	0	0	0	74	106	111	111	215	0	0	113	0	0	0	24	0	0	0	74	70	0	0	0	0	0	0	51	108	0	0	0	0	0	40	0	0
"ASV277"	212	0	48	76	0	0	0	57	0	0	0	0	0	0	45	152	0	0	0	0	0	89	0	0	0	40	0	299	0	0	0	228	115	0	93	0	0	573	0	0	0	0	0	0	0	109	0	0
"ASV278"	0	0	0	0	654	210	167	737	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV279"	212	90	148	183	104	104	0	76	99	0	65	0	0	0	0	0	104	149	140	102	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
"ASV280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	172	366	0	0	106	0	0	0	0	0	153	0	0	0	0	0	114	1092	0	0	0	0	0	0
"ASV281"	42	0	66	47	0	0	0	0	0	0	0	0	119	62	0	80	0	40	0	0	0	79	0	0	0	0	42	0	81	0	129	129	0	0	78	844	128	0	0	97	0	0	0	0	0	0	0	0
"ASV282"	0	0	0	57	0	0	0	133	177	117	0	0	0	0	0	0	0	0	0	147	0	91	156	171	0	0	0	0	0	0	128	0	0	0	0	0	207	234	200	169	0	0	0	0	0	0	61	0
"ASV283"	60	0	0	42	0	0	0	0	0	0	0	0	123	0	76	144	36	0	0	28	67	102	51	89	123	0	0	61	135	141	150	196	0	37	0	0	187	114	0	78	0	0	0	0	0	0	0	0
"ASV284"	0	0	0	99	0	0	0	0	0	0	0	0	132	66	134	226	64	77	0	0	176	339	317	173	99	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV285"	218	198	207	252	0	0	0	0	0	0	0	0	0	0	0	0	171	179	199	187	69	108	101	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
"ASV286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	63	71	0	131	985	0	0	0	0	85	0	0	67	0	107	0	416	0	0	0	38	0	0
"ASV287"	129	72	139	130	173	0	176	0	0	0	0	0	0	67	35	118	98	84	113	90	0	98	53	134	0	0	0	0	0	0	0	0	8	0	0	0	0	0	125	164	0	0	0	0	0	0	0	0
"ASV288"	143	54	78	100	72	0	0	0	0	97	0	100	0	64	0	0	82	147	151	173	0	122	71	94	0	0	0	0	0	70	0	0	0	0	0	0	96	0	0	148	0	0	38	0	0	0	75	30
"ASV291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1798	28	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV292"	0	149	0	146	84	0	106	114	99	0	94	0	0	62	0	76	147	157	64	0	0	105	0	127	0	0	0	0	57	50	114	0	0	0	0	0	0	0	85	103	0	0	22	0	0	27	0	0
"ASV293"	195	0	80	106	0	0	0	0	0	0	0	0	96	133	142	0	0	174	111	0	0	192	201	218	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
"ASV294"	183	171	161	238	0	0	0	0	0	0	0	0	55	0	56	74	146	169	190	166	0	73	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	83	44	100	47	0	0	0	0
"ASV295"	99	62	71	85	0	0	0	0	0	0	0	0	131	84	123	113	48	67	90	72	122	424	197	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	31	0	44	0	0
"ASV296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	56	0	0	0	0	108	0	0	1463	0	0	0	0	42	92	36	0	0	0	0	0
"ASV297"	123	0	54	0	76	0	0	0	129	0	77	0	83	0	0	76	100	0	0	48	0	61	64	107	65	0	428	0	0	0	0	0	0	0	148	0	0	0	0	0	0	200	0	0	0	0	123	0
"ASV298"	0	0	0	0	0	0	0	0	0	0	0	0	172	122	213	207	0	0	0	0	138	467	245	125	139	0	0	90	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	466	190	48	0	0	0	0	400	133	181	158	0	0	0	0
"ASV301"	223	178	253	311	0	0	0	0	0	0	0	0	0	0	0	0	181	138	259	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	60
"ASV302"	0	0	0	84	164	223	144	0	188	0	126	0	0	0	85	0	0	159	0	0	0	69	67	93	0	0	0	0	0	103	228	121	0	0	0	0	0	0	0	0	31	0	0	0	0	44	0	0
"ASV303"	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	407	144	62	0	0	0	0	0	442	194	111	0	0	295	0	0
"ASV304"	203	88	133	160	101	77	0	74	92	51	59	0	0	0	0	0	94	110	141	91	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
"ASV305"	0	0	0	0	0	0	0	0	0	0	0	0	0	30	29	80	0	0	0	0	0	63	0	82	82	0	0	0	163	0	216	161	213	0	54	156	128	0	104	361	0	0	0	0	0	0	0	0
"ASV306"	133	70	83	114	0	474	0	0	57	0	0	162	0	0	0	0	65	85	89	112	0	119	109	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182
"ASV307"	182	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	119	601	0	34	0	6	0	0	0	0	0	0	196	156	95	129	0	0	71	109
"ASV308"	103	0	0	0	0	38	0	91	0	0	0	0	155	0	171	129	0	130	0	0	0	154	160	113	74	0	101	0	0	0	0	0	0	0	0	0	0	0	0	81	150	180	0	88	0	0	0	0
"ASV309"	145	60	76	88	83	111	0	0	76	119	0	0	127	69	119	0	66	0	88	0	0	53	0	0	0	0	0	0	84	0	0	188	0	0	0	0	81	0	98	98	83	0	0	0	0	0	0	0
"ASV310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV311"	123	0	111	126	0	125	0	105	110	73	126	83	100	0	0	32	126	102	122	113	0	0	117	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
"ASV314"	114	72	108	130	0	0	0	0	0	0	0	0	63	116	0	128	165	121	217	136	93	87	178	73	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	33
"ASV316"	0	0	0	70	0	0	0	0	0	0	0	0	92	0	109	106	0	0	76	64	125	319	177	113	85	33	60	32	27	0	0	148	0	0	0	0	0	0	91	124	0	0	13	0	0	0	0	7
"ASV317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	64	0	97	0	139	0	0	0	0	143	102	0	892	0	0	0	0	0	0	0	0	209	0	0	129
"ASV318"	151	82	72	0	0	0	0	0	0	0	0	131	22	0	0	54	164	20	64	49	0	79	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	86	0	0	0	465	215
"ASV319"	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	126	0	0	0	0	0	59	0	99	128	0	0	0	87	0	0	0	707	286	0	0	0	145	72	0	0	0	0	0	0	0	0	0
"ASV320"	251	176	203	271	0	0	18	0	0	0	0	47	0	0	0	0	164	204	192	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	39	0
"ASV321"	39	0	32	31	0	0	0	0	0	0	0	0	157	0	118	66	0	0	0	0	65	205	114	150	84	0	36	0	0	0	118	146	0	0	0	0	98	143	124	104	0	0	0	0	0	0	0	0
"ASV322"	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	79	26	0	0	136	0	0	0	0	394	0	0	0	64	0	0	932	0	0	0	0	0	0
"ASV323"	0	0	70	88	0	0	0	0	0	0	0	0	142	106	88	177	0	0	0	0	172	435	286	207	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV324"	182	0	0	0	0	125	0	0	0	29	19	156	0	0	0	0	0	0	0	0	0	0	0	0	111	0	128	0	151	480	0	0	0	0	0	0	0	38	22	0	0	0	0	144	0	0	112	127
"ASV325"	284	57	94	124	0	79	0	0	0	0	0	0	83	0	0	38	0	72	114	98	0	69	98	31	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	84	36	80	0	0	38	136	176
"ASV326"	173	64	122	118	157	85	89	85	147	0	102	98	0	0	0	0	61	118	132	72	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	22	0	54	99	0	0	0	0	0	0
"ASV327"	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	78	68	0	153	0	531	134	378	60	0	0	0	0	0	194	0	0	0	0	34	0
"ASV328"	92	0	152	101	0	0	0	0	0	35	0	48	0	0	93	171	90	133	105	75	139	113	0	156	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	50	0	0	77	73
"ASV330"	120	105	64	126	0	0	59	0	0	71	110	0	0	0	0	55	69	100	68	116	0	81	189	76	0	0	135	0	0	0	0	0	0	0	12	0	78	0	0	132	0	0	31	0	0	0	0	0
